type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-24 19:18:09,40.70227608,-74.01262732,14,-25.684,,0.310,141,21,31,20210924-151809,GPS Logger: 20210924-151809
T,2021-09-24 19:18:10,40.70226627,-74.01261786,13,-24.498,,0.000,,21,31,,
T,2021-09-24 19:18:11,40.70227633,-74.01257804,11,-29.481,,0.000,,21,31,,
T,2021-09-24 19:18:12,40.70228561,-74.01256651,10,-28.212,,0.000,,22,31,,
T,2021-09-24 19:18:13,40.70228304,-74.01255972,9,-27.654,,0.000,,22,31,,
T,2021-09-24 19:18:14,40.70227079,-74.01255191,9,-27.533,,0.000,,22,31,,
T,2021-09-24 19:18:15,40.70226159,-74.01255158,8,-26.258,,0.000,,21,31,,
T,2021-09-24 19:18:16,40.70225856,-74.01255971,8,-24.942,,0.000,,21,31,,
T,2021-09-24 19:18:17,40.70225950,-74.01256778,8,-24.073,,0.000,,21,31,,
T,2021-09-24 19:18:18,40.70226172,-74.01257327,8,-23.456,,0.000,,21,31,,
T,2021-09-24 19:18:19,40.70226426,-74.01256229,7,-25.642,,0.000,,21,31,,
T,2021-09-24 19:18:20,40.70226272,-74.01256396,7,-24.933,,0.000,,21,31,,
T,2021-09-24 19:18:22,40.70227127,-74.01256405,6,-25.364,,0.770,351,21,31,,
T,2021-09-24 19:18:23,40.70227577,-74.01256322,6,-25.995,,0.560,351,21,31,,
T,2021-09-24 19:18:24,40.70227917,-74.01256689,6,-25.853,,0.640,351,21,31,,
T,2021-09-24 19:18:25,40.70228301,-74.01256466,5,-27.570,,0.620,351,21,31,,
T,2021-09-24 19:18:26,40.70228786,-74.01256189,5,-27.640,,0.470,351,21,31,,
T,2021-09-24 19:18:27,40.70229410,-74.01256029,6,-27.054,,0.650,351,20,31,,
T,2021-09-24 19:18:28,40.70229762,-74.01255904,6,-28.549,,0.270,354,20,31,,
T,2021-09-24 19:18:29,40.70229851,-74.01255720,6,-30.189,,0.160,351,20,31,,
T,2021-09-24 19:18:30,40.70230141,-74.01255539,6,-30.729,,0.310,27,21,31,,
T,2021-09-24 19:18:31,40.70230626,-74.01256111,6,-30.988,,0.000,,21,31,,
T,2021-09-24 19:18:32,40.70231433,-74.01256263,6,-31.876,,0.820,356,21,31,,
T,2021-09-24 19:18:33,40.70232425,-74.01256396,6,-31.982,,0.930,355,21,31,,
T,2021-09-24 19:18:34,40.70233470,-74.01256789,6,-31.922,,1.110,351,21,31,,
T,2021-09-24 19:18:35,40.70234515,-74.01257314,5,-31.734,,1.150,351,21,31,,
T,2021-09-24 19:18:36,40.70235493,-74.01257763,5,-32.160,,1.190,348,20,31,,
T,2021-09-24 19:18:37,40.70236308,-74.01258163,5,-32.393,,1.000,348,20,31,,
T,2021-09-24 19:18:38,40.70236957,-74.01258343,6,-32.155,,0.850,352,20,31,,
T,2021-09-24 19:18:39,40.70237526,-74.01258436,6,-32.083,,0.740,359,20,31,,
T,2021-09-24 19:18:40,40.70238533,-74.01257783,5,-36.413,,1.040,351,20,31,,
T,2021-09-24 19:18:41,40.70239420,-74.01257488,5,-36.334,,0.920,357,20,31,,
T,2021-09-24 19:18:42,40.70240253,-74.01257343,5,-35.895,,0.900,1,20,31,,
T,2021-09-24 19:18:43,40.70241097,-74.01257236,5,-35.419,,0.890,0,20,31,,
T,2021-09-24 19:18:44,40.70241800,-74.01257262,5,-34.938,,0.880,355,21,31,,
T,2021-09-24 19:18:45,40.70242403,-74.01257606,5,-34.381,,0.770,357,21,31,,
T,2021-09-24 19:18:46,40.70242961,-74.01258076,5,-33.967,,0.810,359,21,31,,
T,2021-09-24 19:18:47,40.70243657,-74.01258766,5,-33.543,,0.870,360,20,31,,
T,2021-09-24 19:18:48,40.70244250,-74.01259449,5,-33.221,,0.730,359,20,31,,
T,2021-09-24 19:18:49,40.70244956,-74.01260030,6,-32.996,,0.810,11,20,31,,
T,2021-09-24 19:18:51,40.70247014,-74.01260218,6,-32.357,,1.350,8,19,31,,
T,2021-09-24 19:18:53,40.70249208,-74.01261516,5,-31.245,,1.040,337,19,31,,
T,2021-09-24 19:18:55,40.70250328,-74.01264002,6,-32.779,,1.150,302,20,31,,
T,2021-09-24 19:18:57,40.70250420,-74.01266282,6,-33.156,,0.730,300,20,31,,
T,2021-09-24 19:18:59,40.70250589,-74.01268303,7,-33.282,,0.670,300,20,31,,
T,2021-09-24 19:19:01,40.70250839,-74.01268848,7,-33.241,,0.000,,21,31,,
T,2021-09-24 19:19:02,40.70250831,-74.01268948,7,-33.166,,0.000,,22,31,,
T,2021-09-24 19:19:04,40.70250802,-74.01269065,7,-33.074,,0.000,,22,31,,
T,2021-09-24 19:19:05,40.70250789,-74.01269118,7,-33.033,,0.000,,22,31,,
T,2021-09-24 19:19:06,40.70250773,-74.01269209,7,-32.929,,0.000,,22,31,,
T,2021-09-24 19:19:07,40.70250752,-74.01269297,7,-32.858,,0.000,,22,31,,
T,2021-09-24 19:19:08,40.70250728,-74.01269398,7,-32.777,,0.000,,21,31,,
T,2021-09-24 19:19:09,40.70250721,-74.01269461,7,-32.754,,0.000,,21,31,,
T,2021-09-24 19:19:10,40.70250714,-74.01269552,7,-32.678,,0.000,,20,31,,
T,2021-09-24 19:19:11,40.70251173,-74.01269296,7,-33.244,,0.240,3,21,31,,
T,2021-09-24 19:19:12,40.70251403,-74.01269148,7,-33.253,,0.000,,22,31,,
T,2021-09-24 19:19:13,40.70251447,-74.01269128,7,-33.236,,0.000,,22,31,,
T,2021-09-24 19:19:14,40.70251457,-74.01269154,7,-33.194,,0.000,,21,31,,
T,2021-09-24 19:19:15,40.70251447,-74.01269191,7,-33.167,,0.000,,21,31,,
T,2021-09-24 19:19:16,40.70251270,-74.01269287,6,-32.870,,0.000,,21,31,,
T,2021-09-24 19:19:17,40.70251054,-74.01269386,6,-32.798,,0.000,,21,31,,
T,2021-09-24 19:19:18,40.70250976,-74.01269453,6,-32.735,,0.000,,21,31,,
T,2021-09-24 19:19:19,40.70250852,-74.01269791,6,-32.832,,0.000,,21,31,,
T,2021-09-24 19:19:20,40.70250702,-74.01269992,6,-32.785,,0.000,,21,31,,
T,2021-09-24 19:19:21,40.70250625,-74.01270068,6,-32.732,,0.000,,21,31,,
T,2021-09-24 19:19:22,40.70250577,-74.01270102,6,-32.715,,0.000,,21,31,,
T,2021-09-24 19:19:23,40.70250550,-74.01270138,6,-32.694,,0.000,,21,31,,
T,2021-09-24 19:19:24,40.70250534,-74.01270167,6,-32.670,,0.000,,20,31,,
T,2021-09-24 19:19:25,40.70250526,-74.01270206,6,-32.653,,0.000,,21,31,,
T,2021-09-24 19:19:26,40.70250515,-74.01270253,6,-32.605,,0.000,,21,31,,
T,2021-09-24 19:19:27,40.70250897,-74.01270235,6,-32.610,,0.280,348,19,31,,
T,2021-09-24 19:19:28,40.70251209,-74.01270370,6,-32.923,,0.270,347,20,31,,
T,2021-09-24 19:19:29,40.70251242,-74.01270385,7,-32.727,,0.290,78,21,31,,
T,2021-09-24 19:19:30,40.70251534,-74.01270364,7,-32.374,,0.640,2,21,31,,
T,2021-09-24 19:19:31,40.70251404,-74.01270872,7,-32.307,,0.000,,20,31,,
T,2021-09-24 19:19:32,40.70251665,-74.01270325,7,-34.075,,0.000,,20,31,,
T,2021-09-24 19:19:33,40.70251818,-74.01269928,6,-34.027,,0.000,,21,31,,
T,2021-09-24 19:19:34,40.70251838,-74.01269872,7,-33.978,,0.000,,20,31,,
T,2021-09-24 19:19:35,40.70251837,-74.01269870,7,-33.976,,0.000,,19,31,,
T,2021-09-24 19:19:36,40.70251629,-74.01270218,7,-33.967,,0.000,,19,31,,
T,2021-09-24 19:19:37,40.70251750,-74.01270304,7,-34.421,,0.000,,21,31,,
T,2021-09-24 19:19:38,40.70251926,-74.01270257,7,-34.450,,0.000,,21,31,,
T,2021-09-24 19:19:39,40.70251945,-74.01270274,7,-34.441,,0.000,,21,31,,
T,2021-09-24 19:19:40,40.70251923,-74.01270271,7,-34.452,,0.000,,21,31,,
T,2021-09-24 19:19:41,40.70251891,-74.01270269,7,-34.436,,0.000,,21,31,,
T,2021-09-24 19:19:42,40.70251865,-74.01270296,7,-34.417,,0.000,,21,31,,
T,2021-09-24 19:19:43,40.70251837,-74.01270327,7,-34.402,,0.000,,21,31,,
T,2021-09-24 19:19:44,40.70251813,-74.01270367,7,-34.348,,0.000,,21,31,,
T,2021-09-24 19:19:45,40.70251801,-74.01270386,7,-34.315,,0.000,,21,31,,
T,2021-09-24 19:19:46,40.70251778,-74.01270391,7,-34.288,,0.000,,21,31,,
T,2021-09-24 19:19:47,40.70251762,-74.01270402,7,-34.246,,0.000,,20,31,,
T,2021-09-24 19:19:48,40.70251486,-74.01270536,8,-33.977,,0.000,,20,31,,
T,2021-09-24 19:19:49,40.70251481,-74.01270492,8,-33.251,,0.000,,20,31,,
T,2021-09-24 19:19:50,40.70251231,-74.01270584,8,-32.889,,0.220,199,19,31,,
T,2021-09-24 19:19:51,40.70251104,-74.01270815,7,-32.837,,0.000,,19,31,,
T,2021-09-24 19:19:52,40.70251055,-74.01270889,7,-32.793,,0.000,,20,31,,
T,2021-09-24 19:19:53,40.70251017,-74.01270914,7,-32.762,,0.000,,20,31,,
T,2021-09-24 19:19:54,40.70250994,-74.01270951,7,-32.713,,0.000,,20,31,,
T,2021-09-24 19:19:55,40.70250765,-74.01271110,7,-32.229,,0.500,312,20,31,,
T,2021-09-24 19:19:56,40.70250542,-74.01270916,7,-32.174,,0.000,,20,31,,
T,2021-09-24 19:19:57,40.70250338,-74.01271245,7,-32.475,,0.000,,20,31,,
T,2021-09-24 19:19:58,40.70250286,-74.01271377,7,-32.389,,0.000,,20,31,,
T,2021-09-24 19:19:59,40.70250249,-74.01271453,7,-32.338,,0.000,,21,31,,
T,2021-09-24 19:20:00,40.70250233,-74.01271453,7,-32.349,,0.000,,21,31,,
T,2021-09-24 19:20:01,40.70250236,-74.01271445,7,-32.367,,0.000,,21,31,,
T,2021-09-24 19:20:02,40.70250229,-74.01271443,7,-32.379,,0.000,,21,31,,
T,2021-09-24 19:20:03,40.70250225,-74.01271470,7,-32.374,,0.000,,21,31,,
T,2021-09-24 19:20:04,40.70250210,-74.01271499,8,-32.367,,0.000,,21,31,,
T,2021-09-24 19:20:05,40.70250182,-74.01271527,7,-32.344,,0.000,,22,31,,
T,2021-09-24 19:20:06,40.70250145,-74.01271552,7,-32.321,,0.000,,22,31,,
T,2021-09-24 19:20:07,40.70250112,-74.01271602,7,-32.273,,0.000,,22,31,,
T,2021-09-24 19:20:08,40.70250099,-74.01271631,7,-32.257,,0.000,,21,31,,
T,2021-09-24 19:20:09,40.70250219,-74.01272020,7,-31.950,,0.210,309,22,31,,
T,2021-09-24 19:20:10,40.70250509,-74.01272414,8,-32.388,,0.330,331,22,31,,
T,2021-09-24 19:20:11,40.70250907,-74.01273271,8,-32.335,,0.790,318,22,31,,
T,2021-09-24 19:20:12,40.70251389,-74.01274304,7,-32.495,,0.800,326,21,31,,
T,2021-09-24 19:20:13,40.70251821,-74.01275257,8,-32.641,,0.770,327,21,31,,
T,2021-09-24 19:20:14,40.70252303,-74.01276350,8,-31.730,,0.940,323,20,31,,
T,2021-09-24 19:20:15,40.70252744,-74.01277025,8,-32.143,,0.770,343,20,31,,
T,2021-09-24 19:20:16,40.70253405,-74.01277766,8,-31.455,,1.000,338,19,31,,
T,2021-09-24 19:20:17,40.70253682,-74.01278621,8,-30.957,,0.730,327,19,31,,
T,2021-09-24 19:20:18,40.70253756,-74.01279253,8,-30.815,,0.570,336,19,31,,
T,2021-09-24 19:20:19,40.70254392,-74.01280106,8,-30.613,,1.190,333,19,31,,
T,2021-09-24 19:20:20,40.70254932,-74.01281086,8,-30.745,,0.980,331,19,31,,
T,2021-09-24 19:20:21,40.70255602,-74.01281741,8,-31.126,,1.100,343,19,31,,
T,2021-09-24 19:20:22,40.70256181,-74.01282240,7,-31.298,,0.930,343,19,31,,
T,2021-09-24 19:20:23,40.70256924,-74.01282520,7,-32.482,,0.970,344,19,31,,
T,2021-09-24 19:20:24,40.70257864,-74.01282721,7,-32.267,,0.970,356,19,31,,
T,2021-09-24 19:20:25,40.70258702,-74.01282958,8,-32.019,,0.940,356,18,31,,
T,2021-09-24 19:20:26,40.70259370,-74.01283118,8,-31.781,,1.050,356,17,31,,
T,2021-09-24 19:20:27,40.70260096,-74.01283481,8,-31.805,,0.990,344,17,31,,
T,2021-09-24 19:20:28,40.70260833,-74.01283891,8,-31.822,,0.950,341,17,31,,
T,2021-09-24 19:20:29,40.70261627,-74.01284141,8,-31.827,,0.940,348,17,31,,
T,2021-09-24 19:20:30,40.70262433,-74.01284372,8,-31.828,,0.930,350,17,31,,
T,2021-09-24 19:20:31,40.70263246,-74.01284599,8,-31.827,,0.930,346,16,31,,
T,2021-09-24 19:20:33,40.70264880,-74.01285028,8,-31.822,,0.920,348,,31,,
T,2021-09-24 19:20:35,40.70266495,-74.01285476,8,-31.816,,0.920,351,,31,,
T,2021-09-24 19:20:37,40.70268115,-74.01286014,9,-31.810,,0.920,348,,31,,
T,2021-09-24 19:20:38,40.70268916,-74.01286283,9,-31.807,,0.920,346,,31,,
T,2021-09-24 19:20:39,40.70269712,-74.01286546,9,-31.804,,0.910,346,,31,,
T,2021-09-24 19:20:40,40.70270503,-74.01286801,9,-31.801,,0.900,346,,31,,
T,2021-09-24 19:20:41,40.70271296,-74.01287007,9,-31.798,,0.900,349,,31,,
T,2021-09-24 19:20:42,40.70272062,-74.01287337,9,-31.796,,0.890,343,,31,,
T,2021-09-24 19:20:43,40.70272532,-74.01288386,9,-28.704,,0.990,311,,31,,
T,2021-09-24 19:20:44,40.70270813,-74.01286843,9,-27.782,,0.000,,7,31,,
T,2021-09-24 19:20:45,40.70270540,-74.01285914,9,-27.678,,0.000,,7,31,,
T,2021-09-24 19:20:46,40.70272873,-74.01285593,9,-28.874,,0.990,46,7,31,,
T,2021-09-24 19:20:47,40.70274254,-74.01284518,9,-28.869,,1.080,67,7,31,,
T,2021-09-24 19:20:48,40.70274735,-74.01283202,9,-28.865,,1.120,84,7,31,,
T,2021-09-24 19:20:49,40.70275071,-74.01281939,9,-28.864,,1.080,78,7,31,,
T,2021-09-24 19:20:50,40.70275485,-74.01280743,9,-28.862,,1.080,70,5,31,,
T,2021-09-24 19:20:52,40.70276462,-74.01278583,10,-28.857,,1.040,61,5,31,,
T,2021-09-24 19:20:54,40.70276518,-74.01278101,9,-36.013,,2.910,4,8,31,,
T,2021-09-24 19:20:56,40.70276921,-74.01279569,9,-36.131,,0.950,342,8,31,,
T,2021-09-24 19:20:57,40.70277490,-74.01280035,10,-36.150,,0.950,340,8,31,,
T,2021-09-24 19:20:58,40.70278182,-74.01280461,10,-36.157,,0.940,341,8,31,,
T,2021-09-24 19:20:59,40.70278949,-74.01280765,10,-36.159,,0.930,344,8,31,,
T,2021-09-24 19:21:00,40.70279729,-74.01281105,10,-36.158,,0.930,342,,31,,
T,2021-09-24 19:21:01,40.70280504,-74.01281500,10,-36.156,,0.930,340,,31,,
T,2021-09-24 19:21:02,40.70281314,-74.01281762,11,-36.154,,0.930,346,,31,,
T,2021-09-24 19:21:03,40.70282132,-74.01281960,11,-36.151,,0.920,348,,31,,
T,2021-09-24 19:21:04,40.70282851,-74.01282264,10,-39.575,,0.930,343,,31,,
T,2021-09-24 19:21:05,40.70283602,-74.01282583,10,-39.663,,0.910,343,8,31,,
T,2021-09-24 19:21:06,40.70284392,-74.01282805,10,-39.690,,0.910,348,8,31,,
T,2021-09-24 19:21:07,40.70285175,-74.01283071,11,-39.705,,0.910,345,8,31,,
T,2021-09-24 19:21:08,40.70285968,-74.01283260,10,-39.710,,0.900,350,8,31,,
T,2021-09-24 19:21:09,40.70286749,-74.01283479,10,-39.711,,0.890,350,8,31,,
T,2021-09-24 19:21:11,40.70288318,-74.01283978,10,-39.709,,0.900,347,,31,,
T,2021-09-24 19:21:13,40.70289771,-74.01284818,10,-41.750,,0.860,338,,31,,
T,2021-09-24 19:21:15,40.70291255,-74.01285521,10,-42.090,,0.870,344,7,31,,
T,2021-09-24 19:21:16,40.70292039,-74.01285695,9,-42.134,,0.880,351,7,31,,
T,2021-09-24 19:21:17,40.70292817,-74.01285892,10,-42.152,,0.880,349,7,31,,
T,2021-09-24 19:21:18,40.70293589,-74.01286121,10,-42.158,,0.880,348,7,31,,
T,2021-09-24 19:21:19,40.70294353,-74.01286407,10,-42.160,,0.880,345,7,31,,
T,2021-09-24 19:21:20,40.70295129,-74.01286618,10,-42.159,,0.880,349,,31,,
T,2021-09-24 19:21:21,40.70295900,-74.01286748,11,-42.157,,0.860,353,,31,,
