type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-11-17 16:51:18,40.75391496,-73.98079147,88,-105.000,,1.950,350,6,23,,
T,2021-11-17 16:51:19,40.75397567,-73.98085405,74,-98.000,,1.980,358,5,22,,
T,2021-11-17 16:51:20,40.75399625,-73.98091548,74,-94.000,,1.860,358,5,22,,
T,2021-11-17 16:51:21,40.75403999,-73.98095820,73,-89.000,,1.920,2,6,22,,
T,2021-11-17 16:51:22,40.75405020,-73.98104285,65,-86.000,,1.490,342,5,23,,
T,2021-11-17 16:51:23,40.75406174,-73.98108635,65,-83.000,,1.430,339,5,23,,
T,2021-11-17 16:51:24,40.75405372,-73.98113610,57,-79.000,,1.310,327,6,23,,
T,2021-11-17 16:51:25,40.75408637,-73.98116033,54,-76.000,,1.400,334,5,23,,
T,2021-11-17 16:51:26,40.75403147,-73.98125516,48,-74.000,,1.310,312,6,23,,
T,2021-11-17 16:51:27,40.75403509,-73.98128377,48,-73.000,,1.260,310,6,23,,
T,2021-11-17 16:51:28,40.75402527,-73.98131660,47,-72.000,,1.290,305,7,23,,
T,2021-11-17 16:51:29,40.75404791,-73.98131474,40,-73.000,,1.270,306,6,23,,
T,2021-11-17 16:51:30,40.75403741,-73.98135036,40,-72.000,,1.290,299,6,23,,
T,2021-11-17 16:51:31,40.75406323,-73.98133010,32,-74.000,,1.260,306,5,23,,
T,2021-11-17 16:51:32,40.75403572,-73.98138283,27,-73.000,,1.300,294,5,23,,
T,2021-11-17 16:51:33,40.75398027,-73.98146770,23,-71.000,,1.240,292,7,23,,
T,2021-11-17 16:51:34,40.75396630,-73.98151315,23,-70.000,,1.410,308,7,23,,
T,2021-11-17 16:51:36,40.75397411,-73.98152172,19,-69.000,,0.360,351,8,23,,
T,2021-11-17 16:51:37,40.75398443,-73.98151295,19,-68.000,,0.000,,7,23,,
T,2021-11-17 16:51:38,40.75398933,-73.98151131,17,-68.000,,0.000,,4,23,,
T,2021-11-17 16:51:39,40.75399717,-73.98152638,16,-68.000,,0.950,306,4,23,,
T,2021-11-17 16:51:40,40.75398887,-73.98154632,16,-67.000,,1.220,300,4,23,,
T,2021-11-17 16:51:41,40.75400082,-73.98155396,14,-68.000,,1.430,298,6,23,,
T,2021-11-17 16:51:42,40.75399812,-73.98157811,15,-68.000,,1.470,294,8,23,,
T,2021-11-17 16:51:43,40.75400634,-73.98158714,15,-68.000,,1.350,302,6,23,,
T,2021-11-17 16:51:44,40.75401598,-73.98159892,17,-66.000,,1.300,321,6,23,,
T,2021-11-17 16:51:45,40.75402079,-73.98161114,19,-66.000,,1.340,328,6,23,,
T,2021-11-17 16:51:46,40.75404151,-73.98161740,19,-66.000,,1.470,316,5,23,,
T,2021-11-17 16:51:47,40.75405858,-73.98162243,18,-66.000,,1.340,319,6,23,,
T,2021-11-17 16:51:48,40.75408806,-73.98162216,18,-68.000,,1.420,319,6,23,,
T,2021-11-17 16:51:50,40.75409325,-73.98164801,18,-66.000,,1.360,308,6,23,,
T,2021-11-17 16:51:51,40.75410432,-73.98165744,18,-65.000,,1.360,308,6,23,,
T,2021-11-17 16:51:52,40.75410111,-73.98167618,18,-64.000,,1.300,313,5,23,,
T,2021-11-17 16:51:53,40.75409829,-73.98170035,19,-63.000,,1.410,300,6,23,,
T,2021-11-17 16:51:54,40.75410925,-73.98171238,19,-63.000,,1.540,315,6,23,,
T,2021-11-17 16:51:55,40.75410326,-73.98173346,20,-62.000,,1.500,313,6,22,,
T,2021-11-17 16:51:56,40.75409158,-73.98175942,18,-61.000,,1.410,302,5,22,,
T,2021-11-17 16:51:57,40.75409388,-73.98178227,17,-59.000,,1.380,302,5,22,,
T,2021-11-17 16:51:58,40.75409651,-73.98180597,17,-58.000,,1.380,309,6,22,,
T,2021-11-17 16:51:59,40.75410330,-73.98182089,15,-57.000,,1.390,305,6,22,,
T,2021-11-17 16:52:00,40.75411186,-73.98185075,15,-56.000,,1.990,309,5,22,,
T,2021-11-17 16:52:01,40.75410584,-73.98188052,14,-54.000,,1.680,303,6,22,,
T,2021-11-17 16:52:02,40.75410345,-73.98190337,14,-53.000,,1.410,302,6,22,,
T,2021-11-17 16:52:03,40.75412078,-73.98191003,14,-54.000,,1.290,304,5,22,,
T,2021-11-17 16:52:04,40.75413438,-73.98193018,14,-53.000,,2.040,306,5,22,,
T,2021-11-17 16:52:05,40.75413554,-73.98195055,14,-53.000,,1.630,306,5,22,,
T,2021-11-17 16:52:06,40.75414413,-73.98195720,17,-53.000,,1.430,319,7,22,,
T,2021-11-17 16:52:07,40.75414025,-73.98196924,20,-53.000,,1.080,303,7,21,,
T,2021-11-17 16:52:08,40.75414510,-73.98198600,21,-53.000,,1.360,306,7,21,,
T,2021-11-17 16:52:09,40.75414048,-73.98200646,22,-52.000,,1.380,302,6,20,,
T,2021-11-17 16:52:10,40.75413533,-73.98202940,23,-52.000,,1.280,294,5,21,,
T,2021-11-17 16:52:11,40.75411874,-73.98206387,25,-53.000,,1.400,288,5,21,,
T,2021-11-17 16:52:12,40.75413450,-73.98207614,27,-54.000,,1.540,290,6,21,,
T,2021-11-17 16:52:13,40.75413415,-73.98209142,27,-53.000,,1.240,300,6,21,,
T,2021-11-17 16:52:14,40.75414415,-73.98210594,27,-53.000,,1.190,301,6,21,,
T,2021-11-17 16:52:15,40.75415412,-73.98211384,27,-53.000,,0.840,311,6,21,,
T,2021-11-17 16:52:16,40.75415496,-73.98213761,24,-54.000,,1.060,299,6,21,,
T,2021-11-17 16:52:17,40.75413875,-73.98215542,22,-54.000,,1.240,285,5,21,,
T,2021-11-17 16:52:18,40.75415919,-73.98216788,21,-52.000,,1.310,308,5,21,,
T,2021-11-17 16:52:19,40.75415975,-73.98218887,19,-51.000,,1.420,296,6,21,,
T,2021-11-17 16:52:20,40.75414752,-73.98222310,18,-50.000,,1.400,294,6,21,,
T,2021-11-17 16:52:21,40.75416167,-73.98224388,17,-49.000,,1.850,332,6,21,,
T,2021-11-17 16:52:22,40.75417633,-73.98225385,16,-48.000,,1.770,334,6,21,,
T,2021-11-17 16:52:23,40.75417045,-73.98229074,17,-48.000,,1.870,318,6,21,,
T,2021-11-17 16:52:24,40.75412701,-73.98234302,19,-48.000,,1.670,286,6,21,,
T,2021-11-17 16:52:25,40.75414144,-73.98235528,19,-46.000,,1.420,288,6,21,,
T,2021-11-17 16:52:26,40.75413825,-73.98237027,21,-46.000,,1.390,285,5,21,,
T,2021-11-17 16:52:27,40.75414547,-73.98238997,25,-45.000,,1.400,289,5,21,,
T,2021-11-17 16:52:28,40.75415224,-73.98240739,29,-45.000,,1.310,298,5,21,,
T,2021-11-17 16:52:29,40.75413914,-73.98242415,30,-44.000,,1.160,258,5,20,,
T,2021-11-17 16:52:30,40.75415284,-73.98243793,33,-43.000,,1.280,266,5,20,,
T,2021-11-17 16:52:31,40.75414878,-73.98245734,35,-43.000,,1.160,267,5,20,,
T,2021-11-17 16:52:32,40.75416197,-73.98246380,34,-42.000,,0.770,286,4,20,,
T,2021-11-17 16:52:33,40.75418040,-73.98246742,34,-43.000,,0.830,263,4,20,,
T,2021-11-17 16:52:34,40.75419644,-73.98246878,33,-46.000,,0.770,226,4,20,,
T,2021-11-17 16:52:35,40.75421455,-73.98247065,33,-48.000,,0.610,251,5,20,,
T,2021-11-17 16:52:36,40.75419602,-73.98250774,33,-47.000,,1.470,252,4,20,,
T,2021-11-17 16:52:37,40.75420773,-73.98252978,33,-45.000,,1.510,263,4,20,,
T,2021-11-17 16:52:38,40.75422283,-73.98253339,35,-47.000,,1.140,263,5,20,,
T,2021-11-17 16:52:39,40.75429414,-73.98252454,35,-48.000,,1.080,294,5,20,,
T,2021-11-17 16:52:40,40.75429058,-73.98254379,29,-47.000,,1.160,304,6,20,,
T,2021-11-17 16:52:41,40.75429748,-73.98255795,26,-47.000,,1.260,298,6,19,,
T,2021-11-17 16:52:42,40.75430594,-73.98256415,25,-46.000,,1.070,318,6,19,,
T,2021-11-17 16:52:43,40.75430134,-73.98257859,24,-45.000,,1.160,310,6,19,,
T,2021-11-17 16:52:45,40.75431538,-73.98259493,25,-44.000,,1.320,319,6,19,,
T,2021-11-17 16:52:46,40.75433926,-73.98259897,27,-44.000,,1.320,320,6,19,,
T,2021-11-17 16:52:47,40.75433469,-73.98261070,29,-43.000,,0.980,320,7,18,,
T,2021-11-17 16:52:48,40.75437141,-73.98259100,28,-42.000,,1.150,6,7,18,,
T,2021-11-17 16:52:49,40.75439114,-73.98259115,30,-41.000,,1.250,349,7,18,,
T,2021-11-17 16:52:50,40.75442195,-73.98258676,29,-41.000,,1.300,346,7,18,,
T,2021-11-17 16:52:51,40.75444474,-73.98258809,29,-39.000,,1.430,344,7,18,,
T,2021-11-17 16:52:53,40.75446445,-73.98259362,31,-37.000,,1.170,341,6,17,,
T,2021-11-17 16:52:54,40.75447767,-73.98258328,32,-37.000,,1.280,354,5,17,,
T,2021-11-17 16:52:55,40.75450502,-73.98258028,33,-37.000,,1.330,347,7,17,,
T,2021-11-17 16:52:56,40.75452524,-73.98258068,35,-36.000,,1.370,352,7,17,,
T,2021-11-17 16:52:57,40.75453561,-73.98258656,36,-35.000,,1.230,345,5,18,,
T,2021-11-17 16:52:58,40.75453772,-73.98260485,39,-36.000,,0.840,320,5,18,,
T,2021-11-17 16:53:00,40.75453718,-73.98263152,43,-33.000,,0.790,306,7,19,,
T,2021-11-17 16:53:01,40.75458482,-73.98261190,44,-36.000,,0.940,344,7,19,,
T,2021-11-17 16:53:02,40.75458753,-73.98264096,44,-38.000,,1.100,313,6,19,,
T,2021-11-17 16:53:03,40.75463087,-73.98261805,42,-39.000,,1.350,324,7,19,,
T,2021-11-17 16:53:04,40.75466018,-73.98260684,37,-39.000,,1.350,341,7,19,,
T,2021-11-17 16:53:05,40.75465859,-73.98262275,35,-39.000,,1.230,334,6,19,,
T,2021-11-17 16:53:08,40.75469496,-73.98260550,30,-40.000,,1.340,349,7,20,,
T,2021-11-17 16:53:09,40.75470776,-73.98262022,28,-40.000,,1.320,343,7,20,,
T,2021-11-17 16:53:10,40.75468983,-73.98266700,26,-38.000,,1.260,304,7,20,,
T,2021-11-17 16:53:11,40.75469564,-73.98267947,26,-38.000,,1.270,325,7,20,,
T,2021-11-17 16:53:13,40.75471509,-73.98269014,25,-35.000,,1.050,317,7,20,,
T,2021-11-17 16:53:14,40.75471755,-73.98270880,24,-35.000,,1.080,309,7,20,,
T,2021-11-17 16:53:16,40.75474009,-73.98269275,27,-39.000,,0.710,219,7,20,,
T,2021-11-17 16:53:17,40.75473619,-73.98271865,27,-42.000,,1.120,255,7,20,,
T,2021-11-17 16:53:18,40.75474745,-73.98272137,26,-43.000,,1.480,252,6,20,,
T,2021-11-17 16:53:20,40.75477020,-73.98272719,28,-45.000,,1.130,264,5,20,,
T,2021-11-17 16:53:21,40.75474998,-73.98274388,27,-44.000,,1.410,240,5,20,,
T,2021-11-17 16:53:23,40.75474330,-73.98276185,26,-46.000,,1.500,239,6,20,,
T,2021-11-17 16:53:25,40.75476021,-73.98277121,26,-50.000,,1.340,232,6,20,,
T,2021-11-17 16:53:26,40.75475619,-73.98278433,26,-51.000,,1.380,226,6,20,,
T,2021-11-17 16:53:27,40.75477662,-73.98279211,24,-53.000,,1.370,244,5,20,,
T,2021-11-17 16:53:28,40.75478606,-73.98281462,27,-53.000,,1.380,254,5,20,,
T,2021-11-17 16:53:29,40.75482469,-73.98281071,30,-54.000,,1.260,266,7,20,,
T,2021-11-17 16:53:31,40.75482969,-73.98284592,33,-57.000,,1.450,251,7,20,,
T,2021-11-17 16:53:32,40.75484294,-73.98285446,36,-59.000,,1.150,237,7,20,,
T,2021-11-17 16:53:33,40.75484139,-73.98287345,38,-58.000,,1.150,236,7,20,,
T,2021-11-17 16:53:34,40.75479794,-73.98291313,39,-59.000,,2.890,215,6,20,,
T,2021-11-17 16:53:35,40.75483800,-73.98291597,40,-60.000,,2.300,228,6,20,,
T,2021-11-17 16:53:36,40.75487158,-73.98292885,39,-60.000,,1.720,236,6,20,,
T,2021-11-17 16:53:37,40.75488316,-73.98293627,40,-61.000,,1.820,234,6,20,,
T,2021-11-17 16:53:38,40.75489838,-73.98294384,40,-61.000,,1.490,236,7,20,,
T,2021-11-17 16:53:39,40.75491244,-73.98295811,40,-61.000,,1.230,261,6,20,,
T,2021-11-17 16:53:40,40.75493902,-73.98297725,38,-62.000,,1.310,275,6,20,,
T,2021-11-17 16:53:41,40.75494278,-73.98298969,38,-63.000,,1.220,238,6,20,,
T,2021-11-17 16:53:42,40.75494044,-73.98301372,39,-63.000,,1.400,243,7,20,,
T,2021-11-17 16:53:43,40.75496806,-73.98302674,37,-63.000,,1.180,258,7,20,,
T,2021-11-17 16:53:44,40.75496251,-73.98304807,37,-62.000,,1.140,258,7,20,,
T,2021-11-17 16:53:45,40.75498318,-73.98306122,37,-61.000,,1.070,280,7,20,,
T,2021-11-17 16:53:46,40.75497774,-73.98309096,37,-60.000,,1.320,250,7,20,,
T,2021-11-17 16:53:47,40.75498059,-73.98311297,36,-58.000,,1.450,263,7,20,,
T,2021-11-17 16:53:48,40.75497904,-73.98313177,36,-57.000,,1.310,253,7,20,,
T,2021-11-17 16:53:49,40.75499471,-73.98314743,36,-56.000,,1.330,262,6,20,,
T,2021-11-17 16:53:50,40.75499720,-73.98316769,36,-57.000,,1.080,251,7,18,,
T,2021-11-17 16:53:51,40.75499132,-73.98319318,36,-56.000,,1.210,254,7,20,,
T,2021-11-17 16:53:52,40.75500802,-73.98319818,36,-56.000,,1.090,242,7,20,,
T,2021-11-17 16:53:53,40.75501027,-73.98321696,36,-56.000,,1.230,242,7,20,,
T,2021-11-17 16:53:54,40.75500900,-73.98323907,35,-56.000,,1.380,241,6,20,,
T,2021-11-17 16:53:55,40.75502227,-73.98325761,34,-55.000,,1.360,254,7,20,,
T,2021-11-17 16:53:56,40.75502419,-73.98327402,37,-54.000,,1.180,249,6,20,,
T,2021-11-17 16:53:57,40.75504415,-73.98329057,39,-54.000,,1.500,262,6,20,,
T,2021-11-17 16:53:58,40.75505913,-73.98329945,42,-54.000,,1.160,260,7,20,,
T,2021-11-17 16:53:59,40.75504892,-73.98332742,40,-54.000,,1.490,232,5,20,,
T,2021-11-17 16:54:00,40.75504037,-73.98335400,38,-53.000,,1.240,228,5,20,,
T,2021-11-17 16:54:01,40.75503997,-73.98336743,39,-53.000,,1.000,239,6,20,,
T,2021-11-17 16:54:02,40.75505122,-73.98337139,40,-53.000,,0.810,241,7,20,,
T,2021-11-17 16:54:03,40.75504086,-73.98339436,39,-51.000,,1.200,222,7,20,,
T,2021-11-17 16:54:04,40.75504505,-73.98340881,38,-54.000,,1.580,214,7,20,,
T,2021-11-17 16:54:06,40.75506164,-73.98342048,37,-55.000,,1.160,235,7,20,,
T,2021-11-17 16:54:07,40.75507029,-73.98343204,37,-56.000,,1.010,239,7,21,,
T,2021-11-17 16:54:08,40.75508385,-73.98343986,37,-56.000,,0.590,262,7,20,,
T,2021-11-17 16:54:09,40.75510227,-73.98344618,37,-56.000,,0.370,290,7,20,,
T,2021-11-17 16:54:10,40.75512364,-73.98345643,38,-55.000,,0.830,318,7,20,,
T,2021-11-17 16:54:12,40.75514783,-73.98346604,36,-54.000,,0.960,324,7,20,,
T,2021-11-17 16:54:13,40.75515196,-73.98347564,35,-54.000,,0.380,312,7,20,,
T,2021-11-17 16:54:14,40.75517191,-73.98346700,36,-55.000,,0.000,,6,20,,
T,2021-11-17 16:54:15,40.75516754,-73.98347690,38,-54.000,,0.390,213,7,19,,
T,2021-11-17 16:54:17,40.75515984,-73.98349419,45,-54.000,,1.050,197,6,20,,
T,2021-11-17 16:54:18,40.75513081,-73.98352434,49,-54.000,,1.580,208,7,20,,
T,2021-11-17 16:54:19,40.75512867,-73.98354206,54,-54.000,,1.530,212,7,20,,
T,2021-11-17 16:54:20,40.75516357,-73.98358682,54,-50.000,,1.430,255,7,20,,
T,2021-11-17 16:54:21,40.75518216,-73.98357822,44,-49.000,,0.710,347,5,20,,
T,2021-11-17 16:54:22,40.75516758,-73.98360931,42,-49.000,,0.000,,6,20,,
T,2021-11-17 16:54:24,40.75515196,-73.98363616,41,-47.000,,0.000,,5,19,,
T,2021-11-17 16:54:25,40.75513251,-73.98365057,40,-46.000,,0.000,,7,18,,
T,2021-11-17 16:54:26,40.75511865,-73.98366880,39,-44.000,,0.000,,7,18,,
T,2021-11-17 16:54:27,40.75510653,-73.98369382,38,-43.000,,0.000,,8,19,,
T,2021-11-17 16:54:28,40.75509250,-73.98371135,36,-43.000,,0.000,,7,19,,
T,2021-11-17 16:54:29,40.75510541,-73.98371819,30,-43.000,,0.000,,8,19,,
T,2021-11-17 16:54:30,40.75510513,-73.98373043,30,-41.000,,0.000,,8,20,,
T,2021-11-17 16:54:31,40.75511097,-73.98374189,31,-41.000,,0.380,323,9,20,,
T,2021-11-17 16:54:32,40.75510584,-73.98376701,30,-42.000,,0.000,,9,20,,
T,2021-11-17 16:54:33,40.75510813,-73.98378357,29,-42.000,,0.000,,8,20,,
T,2021-11-17 16:54:34,40.75511387,-73.98380155,28,-42.000,,0.450,273,8,20,,
T,2021-11-17 16:54:35,40.75511382,-73.98382105,29,-42.000,,0.670,242,6,20,,
T,2021-11-17 16:54:36,40.75512014,-73.98383874,30,-42.000,,0.640,245,6,20,,
T,2021-11-17 16:54:37,40.75511608,-73.98386813,29,-42.000,,1.050,257,6,20,,
T,2021-11-17 16:54:38,40.75509556,-73.98389576,28,-41.000,,1.080,245,7,19,,
T,2021-11-17 16:54:39,40.75507631,-73.98392594,28,-42.000,,1.430,252,7,19,,
T,2021-11-17 16:54:40,40.75505623,-73.98396779,27,-42.000,,1.530,247,7,19,,
T,2021-11-17 16:54:41,40.75505182,-73.98399268,26,-41.000,,1.560,243,8,19,,
T,2021-11-17 16:54:42,40.75502707,-73.98401779,30,-41.000,,1.760,237,6,20,,
T,2021-11-17 16:54:43,40.75504271,-73.98401643,32,-41.000,,1.810,257,6,20,,
T,2021-11-17 16:54:45,40.75504744,-73.98403023,32,-42.000,,1.680,257,7,20,,
T,2021-11-17 16:54:46,40.75506153,-73.98402636,29,-43.000,,1.600,252,8,21,,
T,2021-11-17 16:54:47,40.75506402,-73.98403787,28,-45.000,,1.310,250,8,21,,
T,2021-11-17 16:54:48,40.75505073,-73.98405485,29,-44.000,,1.560,263,6,21,,
T,2021-11-17 16:54:49,40.75504009,-73.98407490,30,-45.000,,1.410,256,6,21,,
T,2021-11-17 16:54:50,40.75502978,-73.98410011,33,-46.000,,1.380,258,6,21,,
T,2021-11-17 16:54:51,40.75502354,-73.98412218,33,-46.000,,1.250,269,8,21,,
T,2021-11-17 16:54:52,40.75500414,-73.98415806,35,-45.000,,1.070,249,8,21,,
T,2021-11-17 16:54:53,40.75503237,-73.98416334,37,-46.000,,1.170,317,6,21,,
T,2021-11-17 16:54:54,40.75503777,-73.98418632,38,-45.000,,1.330,320,6,21,,
T,2021-11-17 16:54:55,40.75505160,-73.98420144,37,-46.000,,1.340,314,6,21,,
T,2021-11-17 16:54:56,40.75503963,-73.98422364,36,-46.000,,0.560,319,8,21,,
T,2021-11-17 16:54:57,40.75501980,-73.98425850,35,-44.000,,0.770,317,8,21,,
T,2021-11-17 16:54:58,40.75503082,-73.98426926,35,-44.000,,1.100,310,7,21,,
T,2021-11-17 16:54:59,40.75501055,-73.98430905,35,-43.000,,1.230,296,7,21,,
T,2021-11-17 16:55:00,40.75499508,-73.98435538,33,-42.000,,1.230,302,7,21,,
T,2021-11-17 16:55:01,40.75500450,-73.98436426,32,-41.000,,1.270,305,8,21,,
T,2021-11-17 16:55:02,40.75498015,-73.98441465,27,-40.000,,1.320,315,7,21,,
T,2021-11-17 16:55:03,40.75495715,-73.98445894,22,-39.000,,1.200,308,7,21,,
T,2021-11-17 16:55:04,40.75495977,-73.98447770,25,-39.000,,1.240,315,5,21,,
T,2021-11-17 16:55:05,40.75500004,-73.98447021,21,-39.000,,1.900,329,5,21,,
T,2021-11-17 16:55:06,40.75501364,-73.98448257,24,-39.000,,1.760,344,6,21,,
T,2021-11-17 16:55:07,40.75500970,-73.98449785,23,-39.000,,1.020,350,7,20,,
T,2021-11-17 16:55:08,40.75500945,-73.98452158,22,-40.000,,1.080,332,7,21,,
T,2021-11-17 16:55:09,40.75502298,-73.98452094,21,-40.000,,1.160,324,7,21,,
T,2021-11-17 16:55:10,40.75502812,-73.98454704,25,-42.000,,1.280,325,6,20,,
T,2021-11-17 16:55:11,40.75503368,-73.98457629,26,-43.000,,1.520,330,7,20,,
T,2021-11-17 16:55:12,40.75503415,-73.98459259,29,-43.000,,1.350,326,7,20,,
T,2021-11-17 16:55:13,40.75503774,-73.98460606,30,-43.000,,1.520,304,7,20,,
T,2021-11-17 16:55:14,40.75504851,-73.98462001,30,-43.000,,1.330,320,7,20,,
T,2021-11-17 16:55:15,40.75503731,-73.98463084,32,-42.000,,0.810,320,7,20,,
T,2021-11-17 16:55:16,40.75502380,-73.98464858,30,-40.000,,0.910,315,4,20,,
T,2021-11-17 16:55:17,40.75503093,-73.98465989,31,-41.000,,1.070,311,7,20,,
T,2021-11-17 16:55:18,40.75504839,-73.98465432,32,-40.000,,1.080,318,7,20,,
T,2021-11-17 16:55:19,40.75503903,-73.98466875,33,-40.000,,0.730,281,8,20,,
T,2021-11-17 16:55:20,40.75504323,-73.98468742,32,-41.000,,1.160,274,8,20,,
T,2021-11-17 16:55:21,40.75506925,-73.98469842,31,-42.000,,1.020,288,7,20,,
T,2021-11-17 16:55:22,40.75506411,-73.98471010,33,-40.000,,0.840,308,7,21,,
T,2021-11-17 16:55:23,40.75508044,-73.98472630,34,-39.000,,0.940,306,8,21,,
T,2021-11-17 16:55:24,40.75507940,-73.98474259,35,-39.000,,0.970,305,8,21,,
T,2021-11-17 16:55:25,40.75512589,-73.98475089,36,-38.000,,1.140,314,8,21,,
T,2021-11-17 16:55:26,40.75515496,-73.98477375,36,-39.000,,1.150,312,8,21,,
T,2021-11-17 16:55:27,40.75517044,-73.98478858,37,-40.000,,1.180,310,8,21,,
T,2021-11-17 16:55:28,40.75516821,-73.98480619,36,-40.000,,1.400,302,8,21,,
T,2021-11-17 16:55:29,40.75515508,-73.98482632,34,-40.000,,1.270,296,8,20,,
T,2021-11-17 16:55:30,40.75515682,-73.98483916,33,-41.000,,0.970,320,8,20,,
T,2021-11-17 16:55:31,40.75518213,-73.98484756,33,-40.000,,1.200,323,7,19,,
T,2021-11-17 16:55:32,40.75521828,-73.98485561,32,-39.000,,1.300,325,5,19,,
T,2021-11-17 16:55:33,40.75522631,-73.98487197,32,-39.000,,1.610,306,5,19,,
T,2021-11-17 16:55:35,40.75522601,-73.98488914,32,-39.000,,0.920,258,7,19,,
T,2021-11-17 16:55:36,40.75524638,-73.98489424,34,-39.000,,0.530,280,6,19,,
T,2021-11-17 16:55:37,40.75525576,-73.98488793,35,-39.000,,0.450,22,6,19,,
T,2021-11-17 16:55:38,40.75526597,-73.98490916,36,-40.000,,0.920,354,5,19,,
T,2021-11-17 16:55:39,40.75530913,-73.98492263,38,-39.000,,1.420,342,6,19,,
T,2021-11-17 16:55:40,40.75533340,-73.98491701,39,-39.000,,1.370,350,6,19,,
T,2021-11-17 16:55:42,40.75534209,-73.98493357,43,-39.000,,1.430,339,6,19,,
T,2021-11-17 16:55:44,40.75530544,-73.98493533,41,-39.000,,0.480,150,8,19,,
T,2021-11-17 16:55:47,40.75529947,-73.98494904,44,-39.000,,1.260,211,7,19,,
T,2021-11-17 16:55:48,40.75531454,-73.98496004,43,-39.000,,0.790,216,8,19,,
T,2021-11-17 16:55:50,40.75529405,-73.98498251,43,-39.000,,1.030,202,7,19,,
T,2021-11-17 16:55:52,40.75528744,-73.98499709,46,-38.000,,0.740,208,8,19,,
