type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-15 03:19:05,40.71878446,-73.96074794,6,-20.000,,1.160,96,11,21,,
T,2021-10-15 03:19:06,40.71878164,-73.96073559,6,-20.000,,1.090,85,9,21,,
T,2021-10-15 03:19:07,40.71877313,-73.96071328,6,-19.000,,1.150,98,8,21,,
T,2021-10-15 03:19:08,40.71875309,-73.96072024,6,-19.000,,0.990,122,8,21,,
T,2021-10-15 03:19:09,40.71876210,-73.96070592,6,-21.000,,1.110,113,9,21,,
T,2021-10-15 03:19:11,40.71876279,-73.96069289,7,-21.000,,0.750,108,8,21,,
T,2021-10-15 03:19:12,40.71875093,-73.96069391,9,-21.000,,0.690,134,9,21,,
T,2021-10-15 03:19:13,40.71873636,-73.96072520,10,-20.000,,0.730,199,9,21,,
T,2021-10-15 03:19:14,40.71877319,-73.96071369,10,-20.000,,0.470,7,10,21,,
T,2021-10-15 03:19:15,40.71876778,-73.96072495,9,-20.000,,0.320,19,11,21,,
T,2021-10-15 03:19:17,40.71878845,-73.96074430,8,-22.000,,0.690,11,9,21,,
T,2021-10-15 03:19:18,40.71876730,-73.96071265,7,-20.000,,0.700,19,9,21,,
T,2021-10-15 03:19:19,40.71877198,-73.96070143,8,-19.000,,0.710,23,8,21,,
T,2021-10-15 03:19:20,40.71876635,-73.96071275,9,-19.000,,0.420,5,10,21,,
T,2021-10-15 03:19:22,40.71872778,-73.96071816,11,-18.000,,0.820,199,10,21,,
T,2021-10-15 03:19:23,40.71867165,-73.96068097,12,-19.000,,2.030,162,11,21,,
T,2021-10-15 03:19:24,40.71867039,-73.96064251,13,-18.000,,1.950,140,11,21,,
T,2021-10-15 03:19:26,40.71866548,-73.96060426,10,-17.000,,1.440,123,11,21,,
T,2021-10-15 03:19:27,40.71864122,-73.96056948,9,-16.000,,1.640,127,10,21,,
T,2021-10-15 03:19:28,40.71866775,-73.96058756,9,-16.000,,0.830,117,11,21,,
T,2021-10-15 03:19:29,40.71865841,-73.96057921,9,-17.000,,0.670,100,11,21,,
T,2021-10-15 03:19:30,40.71864785,-73.96058741,9,-17.000,,0.200,56,12,21,,
T,2021-10-15 03:19:31,40.71861868,-73.96056002,9,-18.000,,0.570,116,10,21,,
T,2021-10-15 03:19:32,40.71859295,-73.96054902,8,-18.000,,0.530,131,11,21,,
T,2021-10-15 03:19:33,40.71857877,-73.96052684,7,-17.000,,0.900,119,11,21,,
T,2021-10-15 03:19:34,40.71857025,-73.96050757,7,-18.000,,0.920,110,11,21,,
T,2021-10-15 03:19:35,40.71854413,-73.96049813,6,-17.000,,0.720,132,12,21,,
T,2021-10-15 03:19:36,40.71853995,-73.96046262,6,-15.000,,1.020,103,8,21,,
T,2021-10-15 03:19:37,40.71852396,-73.96045606,6,-16.000,,1.090,117,10,21,,
T,2021-10-15 03:19:38,40.71851405,-73.96044967,5,-15.000,,1.070,116,10,21,,
T,2021-10-15 03:19:39,40.71850573,-73.96041801,6,-16.000,,0.980,120,11,21,,
T,2021-10-15 03:19:40,40.71847941,-73.96038901,5,-13.000,,1.650,130,11,21,,
T,2021-10-15 03:19:42,40.71847182,-73.96036304,5,-14.000,,0.910,119,13,21,,
T,2021-10-15 03:19:43,40.71848128,-73.96035821,5,-16.000,,1.090,127,10,21,,
T,2021-10-15 03:19:46,40.71846794,-73.96034040,4,-13.000,,1.110,126,10,21,,
T,2021-10-15 03:19:47,40.71846021,-73.96033323,4,-13.000,,1.050,126,10,21,,
T,2021-10-15 03:19:49,40.71845128,-73.96032538,6,-12.000,,0.860,126,9,21,,
T,2021-10-15 03:19:51,40.71846314,-73.96030833,7,-14.000,,0.590,126,7,21,,
T,2021-10-15 03:19:52,40.71845259,-73.96028892,6,-14.000,,1.250,129,10,21,,
T,2021-10-15 03:19:53,40.71845490,-73.96027365,6,-13.000,,1.170,126,10,21,,
T,2021-10-15 03:19:54,40.71846780,-73.96027836,6,-12.000,,0.490,126,11,21,,
T,2021-10-15 03:19:55,40.71845604,-73.96026103,5,-11.000,,0.620,126,10,21,,
T,2021-10-15 03:19:56,40.71846756,-73.96025862,5,-12.000,,1.010,119,11,21,,
T,2021-10-15 03:19:57,40.71845630,-73.96025046,5,-12.000,,0.800,126,11,21,,
T,2021-10-15 03:19:58,40.71845018,-73.96024085,5,-13.000,,0.770,126,11,21,,
T,2021-10-15 03:19:59,40.71844380,-73.96022142,5,-13.000,,0.840,125,11,21,,
T,2021-10-15 03:20:02,40.71844318,-73.96019681,4,-15.000,,0.420,125,11,21,,
T,2021-10-15 03:20:03,40.71844632,-73.96017277,5,-16.000,,0.980,46,12,21,,
