type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-21 21:30:29,40.73429958,-73.99505958,21,-41.000,,0.000,,4,21,,
T,2021-09-21 21:30:30,40.73430081,-73.99504606,19,-41.000,,0.000,,4,21,,
T,2021-09-21 21:30:33,40.73431856,-73.99501789,12,-38.000,,0.000,,7,21,,
T,2021-09-21 21:30:34,40.73433193,-73.99500761,11,-36.000,,0.000,,7,21,,
T,2021-09-21 21:30:35,40.73433806,-73.99499725,11,-35.000,,0.000,,8,21,,
T,2021-09-21 21:30:36,40.73432910,-73.99500456,11,-36.000,,0.000,,7,21,,
T,2021-09-21 21:30:37,40.73431959,-73.99501971,11,-39.000,,0.000,,7,21,,
T,2021-09-21 21:30:40,40.73432941,-73.99502288,10,-38.000,,0.000,,7,21,,
T,2021-09-21 21:30:45,40.73432968,-73.99502594,10,-38.000,,0.000,,7,21,,
T,2021-09-21 21:30:46,40.73431810,-73.99503535,10,-38.000,,1.130,204,8,20,,
T,2021-09-21 21:30:47,40.73430653,-73.99503654,11,-38.000,,2.210,198,8,20,,
T,2021-09-21 21:30:48,40.73429670,-73.99503784,11,-36.000,,2.170,193,8,20,,
T,2021-09-21 21:30:49,40.73426319,-73.99504454,12,-35.000,,3.350,195,6,20,,
T,2021-09-21 21:30:50,40.73420748,-73.99507763,12,-34.000,,5.360,201,5,20,,
T,2021-09-21 21:30:51,40.73414230,-73.99512446,13,-32.000,,6.990,205,7,20,,
T,2021-09-21 21:30:52,40.73409252,-73.99514979,14,-32.000,,7.290,205,8,20,,
T,2021-09-21 21:30:53,40.73403969,-73.99517495,17,-31.000,,7.060,205,5,20,,
T,2021-09-21 21:30:54,40.73398590,-73.99519259,20,-30.000,,6.890,203,5,20,,
T,2021-09-21 21:30:55,40.73393202,-73.99525217,16,-31.000,,6.940,207,5,20,,
T,2021-09-21 21:30:56,40.73383880,-73.99531398,15,-33.000,,7.780,208,6,20,,
T,2021-09-21 21:30:57,40.73374648,-73.99535735,15,-32.000,,8.610,208,6,20,,
T,2021-09-21 21:30:58,40.73365232,-73.99541353,14,-31.000,,9.150,208,6,20,,
T,2021-09-21 21:30:59,40.73355501,-73.99551118,13,-34.000,,9.070,205,7,20,,
T,2021-09-21 21:31:00,40.73346943,-73.99557433,13,-33.000,,9.200,206,6,20,,
T,2021-09-21 21:31:01,40.73338752,-73.99562052,13,-35.000,,9.160,207,8,20,,
T,2021-09-21 21:31:02,40.73331340,-73.99567990,15,-34.000,,9.240,208,8,20,,
T,2021-09-21 21:31:03,40.73322816,-73.99572720,18,-34.000,,9.240,207,6,20,,
T,2021-09-21 21:31:04,40.73315223,-73.99578333,21,-33.000,,9.180,207,4,20,,
T,2021-09-21 21:31:05,40.73308377,-73.99586368,15,-33.000,,9.290,216,4,20,,
T,2021-09-21 21:31:06,40.73300302,-73.99590311,14,-31.000,,9.310,209,6,20,,
T,2021-09-21 21:31:07,40.73293481,-73.99592572,13,-29.000,,9.090,209,6,20,,
T,2021-09-21 21:31:08,40.73285925,-73.99598112,14,-28.000,,9.040,210,6,20,,
T,2021-09-21 21:31:09,40.73278821,-73.99602615,14,-27.000,,8.880,210,6,20,,
T,2021-09-21 21:31:10,40.73271628,-73.99607767,14,-27.000,,8.680,210,5,20,,
T,2021-09-21 21:31:11,40.73264592,-73.99610278,13,-27.000,,8.280,208,5,20,,
T,2021-09-21 21:31:12,40.73258585,-73.99612682,13,-25.000,,7.670,208,5,20,,
T,2021-09-21 21:31:13,40.73254228,-73.99614046,13,-24.000,,6.110,210,5,20,,
T,2021-09-21 21:31:14,40.73252353,-73.99615764,12,-23.000,,4.000,213,7,20,,
T,2021-09-21 21:31:15,40.73249715,-73.99617011,12,-24.000,,2.200,219,6,19,,
T,2021-09-21 21:31:16,40.73252244,-73.99616059,12,-23.000,,0.000,,6,19,,
T,2021-09-21 21:31:18,40.73253346,-73.99616705,12,-22.000,,0.000,,7,20,,
T,2021-09-21 21:31:20,40.73254106,-73.99617387,11,-20.000,,0.000,,7,20,,
T,2021-09-21 21:31:30,40.73253611,-73.99617248,10,-17.000,,0.000,,7,20,,
T,2021-09-21 21:31:31,40.73253318,-73.99616396,10,-16.000,,0.620,208,7,19,,
T,2021-09-21 21:31:32,40.73252044,-73.99615979,10,-15.000,,1.660,192,7,19,,
T,2021-09-21 21:31:33,40.73248830,-73.99617234,10,-14.000,,2.380,190,7,19,,
T,2021-09-21 21:31:34,40.73245306,-73.99619400,11,-15.000,,2.610,195,7,20,,
T,2021-09-21 21:31:35,40.73246777,-73.99616177,10,-14.000,,0.930,155,7,20,,
T,2021-09-21 21:31:36,40.73243616,-73.99613710,11,-16.000,,2.190,144,8,20,,
T,2021-09-21 21:31:37,40.73238550,-73.99607527,12,-16.000,,3.950,138,7,20,,
T,2021-09-21 21:31:38,40.73235010,-73.99603266,14,-16.000,,4.320,138,7,20,,
T,2021-09-21 21:31:39,40.73227803,-73.99597075,15,-17.000,,5.940,139,6,20,,
T,2021-09-21 21:31:40,40.73222860,-73.99593356,17,-20.000,,6.530,140,6,20,,
T,2021-09-21 21:31:41,40.73216868,-73.99586922,20,-21.000,,6.370,139,5,20,,
T,2021-09-21 21:31:42,40.73212594,-73.99579767,19,-21.000,,5.780,126,5,20,,
T,2021-09-21 21:31:43,40.73209131,-73.99575334,21,-22.000,,5.620,127,6,20,,
T,2021-09-21 21:31:44,40.73209670,-73.99562342,21,-22.000,,6.220,119,6,20,,
T,2021-09-21 21:31:45,40.73207702,-73.99552953,15,-22.000,,6.220,120,5,19,,
T,2021-09-21 21:31:46,40.73209013,-73.99539907,16,-21.000,,6.520,114,5,20,,
T,2021-09-21 21:31:47,40.73206516,-73.99532649,18,-21.000,,6.310,116,5,20,,
T,2021-09-21 21:31:48,40.73204281,-73.99525392,19,-21.000,,6.140,115,6,20,,
T,2021-09-21 21:31:49,40.73203090,-73.99516839,18,-21.000,,6.030,111,6,20,,
T,2021-09-21 21:31:50,40.73203298,-73.99509873,17,-22.000,,5.390,107,7,20,,
T,2021-09-21 21:31:51,40.73202072,-73.99505271,16,-23.000,,4.480,108,7,20,,
T,2021-09-21 21:31:52,40.73200331,-73.99502881,17,-23.000,,3.640,107,7,20,,
T,2021-09-21 21:31:53,40.73197593,-73.99502841,18,-22.000,,2.650,110,7,20,,
T,2021-09-21 21:31:54,40.73196143,-73.99501952,18,-21.000,,1.840,106,7,20,,
T,2021-09-21 21:31:55,40.73196353,-73.99500008,19,-20.000,,1.430,96,7,20,,
T,2021-09-21 21:31:56,40.73196964,-73.99498171,19,-19.000,,1.190,82,6,20,,
T,2021-09-21 21:31:57,40.73196781,-73.99497755,22,-19.000,,0.930,66,5,20,,
T,2021-09-21 21:31:58,40.73194533,-73.99500774,26,-18.000,,0.000,,5,20,,
T,2021-09-21 21:31:59,40.73194021,-73.99501617,27,-17.000,,0.000,,6,20,,
T,2021-09-21 21:32:00,40.73195212,-73.99498911,31,-16.000,,0.400,92,6,20,,
T,2021-09-21 21:32:01,40.73195803,-73.99496904,31,-17.000,,0.520,76,5,20,,
T,2021-09-21 21:32:02,40.73190604,-73.99503392,30,-20.000,,0.000,,5,20,,
T,2021-09-21 21:32:03,40.73190317,-73.99502956,33,-20.000,,0.000,,5,20,,
T,2021-09-21 21:32:04,40.73187087,-73.99508065,39,-20.000,,1.280,222,5,20,,
T,2021-09-21 21:32:05,40.73182046,-73.99515953,38,-19.000,,2.030,224,4,20,,
T,2021-09-21 21:32:06,40.73178505,-73.99519419,42,-19.000,,2.310,218,4,20,,
T,2021-09-21 21:32:07,40.73173328,-73.99525756,41,-20.000,,3.050,208,5,20,,
T,2021-09-21 21:32:08,40.73187053,-73.99500179,39,-20.000,,1.350,139,7,20,,
T,2021-09-21 21:32:09,40.73188602,-73.99492509,41,-20.000,,2.430,127,7,20,,
T,2021-09-21 21:32:10,40.73188344,-73.99487555,39,-19.000,,2.660,124,5,20,,
T,2021-09-21 21:32:11,40.73183642,-73.99488639,30,-22.000,,2.900,131,4,19,,
T,2021-09-21 21:32:12,40.73175938,-73.99494203,27,-26.000,,3.150,146,7,20,,
T,2021-09-21 21:32:13,40.73172117,-73.99493014,22,-25.000,,3.740,138,7,20,,
T,2021-09-21 21:32:14,40.73170845,-73.99487875,14,-28.000,,4.550,131,6,20,,
T,2021-09-21 21:32:15,40.73167382,-73.99482791,12,-26.000,,5.430,126,5,19,,
T,2021-09-21 21:32:16,40.73164650,-73.99475001,12,-23.000,,6.190,122,8,20,,
T,2021-09-21 21:32:17,40.73163193,-73.99464983,12,-21.000,,6.720,120,5,19,,
T,2021-09-21 21:32:18,40.73160561,-73.99456762,12,-19.000,,6.980,120,6,22,,
T,2021-09-21 21:32:19,40.73158666,-73.99448401,12,-18.000,,7.140,119,6,22,,
T,2021-09-21 21:32:20,40.73157280,-73.99437877,12,-16.000,,7.600,116,6,22,,
T,2021-09-21 21:32:21,40.73154746,-73.99428406,13,-15.000,,8.210,117,4,22,,
T,2021-09-21 21:32:22,40.73153315,-73.99415886,14,-13.000,,8.880,111,4,22,,
T,2021-09-21 21:32:23,40.73149231,-73.99407391,14,-13.000,,8.460,115,6,22,,
T,2021-09-21 21:32:24,40.73146689,-73.99397319,15,-12.000,,8.590,114,6,22,,
T,2021-09-21 21:32:25,40.73140645,-73.99390753,16,-15.000,,8.240,118,4,22,,
T,2021-09-21 21:32:26,40.73138561,-73.99380004,15,-15.000,,8.330,116,4,22,,
T,2021-09-21 21:32:27,40.73133708,-73.99373677,13,-14.000,,8.010,122,5,22,,
T,2021-09-21 21:32:28,40.73130357,-73.99364362,13,-14.000,,8.060,120,5,22,,
T,2021-09-21 21:32:29,40.73125955,-73.99361414,14,-19.000,,7.790,122,5,22,,
T,2021-09-21 21:32:30,40.73122487,-73.99352217,14,-19.000,,7.750,120,5,22,,
T,2021-09-21 21:32:31,40.73122114,-73.99338313,14,-20.000,,8.070,112,6,22,,
T,2021-09-21 21:32:32,40.73119557,-73.99327996,14,-21.000,,8.120,111,6,22,,
T,2021-09-21 21:32:33,40.73116296,-73.99320293,13,-22.000,,8.250,115,5,22,,
T,2021-09-21 21:32:34,40.73112542,-73.99313075,13,-24.000,,8.460,119,6,22,,
T,2021-09-21 21:32:35,40.73108075,-73.99305639,12,-25.000,,8.550,121,6,22,,
T,2021-09-21 21:32:36,40.73102890,-73.99299253,12,-24.000,,8.780,121,5,22,,
T,2021-09-21 21:32:37,40.73098231,-73.99292111,12,-24.000,,8.690,122,7,22,,
T,2021-09-21 21:32:38,40.73092629,-73.99285683,13,-25.000,,8.570,123,7,22,,
T,2021-09-21 21:32:39,40.73087770,-73.99278528,13,-24.000,,8.110,123,7,22,,
T,2021-09-21 21:32:40,40.73083234,-73.99273497,14,-25.000,,7.280,125,6,22,,
T,2021-09-21 21:32:41,40.73079053,-73.99270279,14,-25.000,,5.770,123,5,22,,
T,2021-09-21 21:32:42,40.73074537,-73.99267857,16,-26.000,,4.690,125,7,22,,
T,2021-09-21 21:32:43,40.73070741,-73.99265968,19,-26.000,,4.250,130,7,22,,
T,2021-09-21 21:32:44,40.73069014,-73.99263327,20,-25.000,,3.410,128,6,22,,
T,2021-09-21 21:32:45,40.73067813,-73.99263743,22,-24.000,,2.260,131,6,22,,
T,2021-09-21 21:32:46,40.73070533,-73.99255091,21,-24.000,,2.510,99,6,22,,
T,2021-09-21 21:32:47,40.73069148,-73.99258654,15,-25.000,,0.000,,7,22,,
T,2021-09-21 21:32:48,40.73069665,-73.99256493,16,-25.000,,0.000,,6,22,,
T,2021-09-21 21:32:49,40.73067443,-73.99258008,16,-26.000,,0.000,,5,22,,
T,2021-09-21 21:32:50,40.73066436,-73.99257843,17,-27.000,,0.000,,6,22,,
T,2021-09-21 21:32:51,40.73069079,-73.99253893,18,-27.000,,0.430,80,6,22,,
T,2021-09-21 21:32:52,40.73074010,-73.99244961,19,-26.000,,1.110,64,6,22,,
T,2021-09-21 21:32:53,40.73075698,-73.99241692,19,-25.000,,0.700,59,6,22,,
T,2021-09-21 21:32:54,40.73076968,-73.99240052,18,-24.000,,0.520,56,6,22,,
T,2021-09-21 21:32:55,40.73080103,-73.99235597,20,-22.000,,0.590,53,6,22,,
T,2021-09-21 21:32:56,40.73083995,-73.99229344,22,-21.000,,0.910,54,6,22,,
T,2021-09-21 21:32:59,40.73084324,-73.99228500,22,-18.000,,0.460,58,5,22,,
T,2021-09-21 21:33:00,40.73083004,-73.99230796,24,-18.000,,0.000,,7,22,,
T,2021-09-21 21:33:01,40.73081198,-73.99233465,24,-19.000,,0.000,,7,21,,
T,2021-09-21 21:33:02,40.73081301,-73.99233968,25,-19.000,,0.000,,7,21,,
T,2021-09-21 21:33:03,40.73079936,-73.99234419,29,-19.000,,0.620,162,7,22,,
T,2021-09-21 21:33:04,40.73077867,-73.99236547,24,-17.000,,1.120,144,7,22,,
T,2021-09-21 21:33:05,40.73075225,-73.99238666,21,-16.000,,1.430,136,6,22,,
T,2021-09-21 21:33:06,40.73071855,-73.99240038,16,-13.000,,1.910,135,6,22,,
T,2021-09-21 21:33:07,40.73067000,-73.99240768,14,-19.000,,2.350,128,5,22,,
T,2021-09-21 21:33:08,40.73065682,-73.99239369,13,-21.000,,2.020,133,6,22,,
T,2021-09-21 21:33:09,40.73063459,-73.99238408,12,-18.000,,2.520,161,7,22,,
T,2021-09-21 21:33:10,40.73060887,-73.99239582,12,-18.000,,3.110,184,7,22,,
T,2021-09-21 21:33:11,40.73057369,-73.99243167,12,-19.000,,3.530,195,7,22,,
T,2021-09-21 21:33:12,40.73053686,-73.99244706,11,-19.000,,4.130,202,6,22,,
T,2021-09-21 21:33:13,40.73049969,-73.99248176,11,-21.000,,4.490,210,6,22,,
T,2021-09-21 21:33:14,40.73047396,-73.99251687,11,-20.000,,4.270,210,6,22,,
T,2021-09-21 21:33:15,40.73045222,-73.99253926,11,-19.000,,4.030,209,6,22,,
T,2021-09-21 21:33:16,40.73043596,-73.99255571,12,-16.000,,3.550,213,8,22,,
T,2021-09-21 21:33:17,40.73042085,-73.99256685,12,-13.000,,2.930,212,7,22,,
T,2021-09-21 21:33:18,40.73040888,-73.99257780,13,-12.000,,2.440,211,7,22,,
T,2021-09-21 21:33:19,40.73039095,-73.99259853,13,-12.000,,2.240,212,8,20,,
T,2021-09-21 21:33:20,40.73037993,-73.99261598,14,-12.000,,1.830,219,5,20,,
T,2021-09-21 21:33:22,40.73036726,-73.99262548,17,-10.000,,1.090,211,5,20,,
T,2021-09-21 21:33:23,40.73035819,-73.99263425,20,-10.000,,0.850,214,5,20,,
T,2021-09-21 21:33:24,40.73036847,-73.99263376,24,-9.000,,0.510,239,5,20,,
T,2021-09-21 21:33:25,40.73036524,-73.99264977,28,-9.000,,0.550,261,5,20,,
T,2021-09-21 21:33:26,40.73036413,-73.99263484,28,-9.000,,0.000,,5,20,,
T,2021-09-21 21:33:29,40.73036890,-73.99262457,35,-7.000,,0.000,,6,20,,
T,2021-09-21 21:33:32,40.73035796,-73.99262614,38,-6.000,,0.000,,6,20,,
T,2021-09-21 21:33:33,40.73037110,-73.99264877,32,-6.000,,0.220,180,5,20,,
T,2021-09-21 21:33:34,40.73037024,-73.99270754,27,-6.000,,0.000,,5,20,,
T,2021-09-21 21:33:36,40.73037023,-73.99272270,28,-4.000,,0.000,,4,20,,
T,2021-09-21 21:33:37,40.73036243,-73.99273277,30,-3.000,,0.000,,4,20,,
T,2021-09-21 21:33:39,40.73037190,-73.99274682,30,-2.000,,0.000,,4,19,,
T,2021-09-21 21:33:41,40.73038222,-73.99275652,25,1.000,,0.000,,7,19,,
T,2021-09-21 21:33:42,40.73037473,-73.99271935,20,1.000,,0.000,,6,19,,
T,2021-09-21 21:33:43,40.73037464,-73.99271590,18,1.000,,0.000,,8,19,,
T,2021-09-21 21:33:44,40.73032292,-73.99274235,18,3.000,,2.950,205,8,19,,
T,2021-09-21 21:33:45,40.73027297,-73.99282670,14,-2.000,,4.570,213,8,19,,
T,2021-09-21 21:33:46,40.73022860,-73.99288404,13,-6.000,,4.910,216,8,19,,
T,2021-09-21 21:33:47,40.73019588,-73.99291121,13,-4.000,,5.270,210,9,19,,
T,2021-09-21 21:33:48,40.73015525,-73.99297613,13,-5.000,,5.080,214,8,19,,
T,2021-09-21 21:33:49,40.73011925,-73.99300545,13,-5.000,,4.650,213,8,19,,
T,2021-09-21 21:33:50,40.73008242,-73.99303892,13,-4.000,,4.120,215,7,19,,
T,2021-09-21 21:33:51,40.73004568,-73.99307251,14,-3.000,,4.040,215,8,19,,
T,2021-09-21 21:33:52,40.73002470,-73.99308036,15,-4.000,,3.350,215,8,19,,
