type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-14 01:53:21,40.70023772,-73.91380171,11,35.000,,0.590,33,9,21,,
T,2021-10-14 01:53:22,40.70025186,-73.91379495,12,35.000,,0.630,32,7,21,,
T,2021-10-14 01:53:23,40.70026869,-73.91375416,13,33.000,,1.250,55,7,21,,
T,2021-10-14 01:53:24,40.70027382,-73.91376058,12,33.000,,0.000,,7,21,,
T,2021-10-14 01:53:25,40.70028966,-73.91374473,12,32.000,,0.000,,6,21,,
T,2021-10-14 01:53:26,40.70030110,-73.91373880,11,32.000,,0.000,,6,21,,
T,2021-10-14 01:53:27,40.70030214,-73.91372515,12,31.000,,0.000,,9,21,,
T,2021-10-14 01:53:28,40.70032665,-73.91371262,12,29.000,,0.800,93,8,21,,
T,2021-10-14 01:53:29,40.70033056,-73.91367501,12,28.000,,0.790,98,8,21,,
T,2021-10-14 01:53:30,40.70034029,-73.91366935,9,26.000,,0.580,92,6,21,,
T,2021-10-14 01:53:31,40.70033397,-73.91365396,8,26.000,,0.710,112,7,21,,
T,2021-10-14 01:53:32,40.70036164,-73.91363700,9,23.000,,0.710,74,5,21,,
T,2021-10-14 01:53:34,40.70038633,-73.91361541,10,23.000,,0.570,101,6,21,,
T,2021-10-14 01:53:35,40.70037488,-73.91361754,11,24.000,,0.640,112,6,21,,
T,2021-10-14 01:53:36,40.70038471,-73.91362320,11,25.000,,0.500,96,8,21,,
T,2021-10-14 01:53:37,40.70042092,-73.91362324,9,24.000,,0.640,19,8,21,,
T,2021-10-14 01:53:38,40.70043869,-73.91362315,8,24.000,,0.640,56,7,21,,
T,2021-10-14 01:53:40,40.70044185,-73.91360651,8,24.000,,0.370,89,7,21,,
T,2021-10-14 01:53:41,40.70045151,-73.91357792,9,23.000,,0.740,80,6,21,,
T,2021-10-14 01:53:42,40.70046886,-73.91357224,8,23.000,,0.700,59,6,21,,
T,2021-10-14 01:53:43,40.70047340,-73.91355404,8,22.000,,0.960,35,7,21,,
T,2021-10-14 01:53:44,40.70048250,-73.91354857,7,23.000,,0.760,54,9,21,,
T,2021-10-14 01:53:45,40.70049245,-73.91354213,7,23.000,,0.470,354,8,21,,
T,2021-10-14 01:53:46,40.70050361,-73.91352598,6,22.000,,1.090,39,7,21,,
T,2021-10-14 01:53:47,40.70051909,-73.91351360,6,22.000,,1.390,32,7,21,,
T,2021-10-14 01:53:49,40.70051925,-73.91349700,7,25.000,,0.520,75,7,21,,
T,2021-10-14 01:53:51,40.70054770,-73.91348495,8,24.000,,0.400,34,9,21,,
T,2021-10-14 01:53:52,40.70057520,-73.91347033,8,23.000,,1.190,18,9,21,,
T,2021-10-14 01:53:53,40.70058284,-73.91345663,8,21.000,,0.610,95,9,21,,
T,2021-10-14 01:53:54,40.70059369,-73.91344561,9,20.000,,0.650,86,7,21,,
T,2021-10-14 01:53:55,40.70060316,-73.91341778,11,19.000,,0.960,85,7,21,,
T,2021-10-14 01:53:56,40.70060523,-73.91338510,12,18.000,,1.150,106,9,21,,
T,2021-10-14 01:53:57,40.70058981,-73.91334219,10,15.000,,0.770,112,9,21,,
T,2021-10-14 01:53:58,40.70059738,-73.91332590,9,13.000,,0.640,110,9,21,,
T,2021-10-14 01:53:59,40.70060502,-73.91331226,8,12.000,,0.680,120,9,21,,
T,2021-10-14 01:54:00,40.70060170,-73.91329184,7,11.000,,0.750,105,9,21,,
T,2021-10-14 01:54:01,40.70059486,-73.91328215,7,9.000,,0.580,126,8,21,,
T,2021-10-14 01:54:02,40.70059759,-73.91326593,8,8.000,,0.790,117,8,21,,
T,2021-10-14 01:54:03,40.70059042,-73.91325449,8,7.000,,1.210,118,8,21,,
T,2021-10-14 01:54:04,40.70058558,-73.91323335,9,7.000,,1.480,117,7,21,,
T,2021-10-14 01:54:05,40.70058055,-73.91321501,9,7.000,,1.540,117,6,21,,
T,2021-10-14 01:54:06,40.70061956,-73.91315627,10,6.000,,2.200,79,6,21,,
T,2021-10-14 01:54:07,40.70061664,-73.91312950,12,7.000,,1.940,83,6,21,,
T,2021-10-14 01:54:08,40.70061388,-73.91311295,11,6.000,,1.610,90,8,21,,
T,2021-10-14 01:54:09,40.70061954,-73.91308077,12,6.000,,1.660,82,8,21,,
T,2021-10-14 01:54:10,40.70061218,-73.91305557,12,6.000,,1.590,96,7,21,,
T,2021-10-14 01:54:11,40.70061126,-73.91303034,11,5.000,,1.520,104,7,21,,
T,2021-10-14 01:54:12,40.70060650,-73.91301392,11,5.000,,1.490,108,7,21,,
T,2021-10-14 01:54:13,40.70057286,-73.91303203,10,4.000,,1.400,136,6,21,,
T,2021-10-14 01:54:14,40.70054161,-73.91306241,11,2.000,,1.370,151,6,21,,
T,2021-10-14 01:54:15,40.70052209,-73.91307931,12,1.000,,1.330,160,7,21,,
T,2021-10-14 01:54:16,40.70053293,-73.91306337,13,1.000,,1.090,145,7,21,,
T,2021-10-14 01:54:17,40.70052375,-73.91303884,14,2.000,,1.230,145,8,21,,
T,2021-10-14 01:54:18,40.70051031,-73.91303681,15,2.000,,1.200,148,8,21,,
T,2021-10-14 01:54:19,40.70055570,-73.91299314,15,3.000,,1.100,96,7,21,,
T,2021-10-14 01:54:20,40.70053950,-73.91298316,13,2.000,,0.710,142,7,21,,
T,2021-10-14 01:54:21,40.70053772,-73.91295978,12,2.000,,0.880,145,8,21,,
T,2021-10-14 01:54:22,40.70052900,-73.91294092,13,2.000,,0.910,164,7,21,,
T,2021-10-14 01:54:23,40.70054817,-73.91289818,12,2.000,,1.340,111,7,21,,
T,2021-10-14 01:54:24,40.70054599,-73.91288259,12,2.000,,1.250,120,8,21,,
T,2021-10-14 01:54:25,40.70053002,-73.91285512,12,3.000,,1.300,123,8,21,,
T,2021-10-14 01:54:26,40.70052343,-73.91281470,10,4.000,,1.040,138,8,21,,
T,2021-10-14 01:54:27,40.70051567,-73.91280227,9,5.000,,1.200,124,8,21,,
T,2021-10-14 01:54:28,40.70051078,-73.91278585,8,5.000,,1.260,122,8,21,,
T,2021-10-14 01:54:29,40.70050632,-73.91281974,8,2.000,,0.990,122,7,21,,
T,2021-10-14 01:54:30,40.70049810,-73.91279491,7,2.000,,1.230,130,8,21,,
T,2021-10-14 01:54:31,40.70048930,-73.91278556,7,2.000,,1.300,132,8,21,,
T,2021-10-14 01:54:32,40.70048844,-73.91276914,6,2.000,,1.190,117,6,21,,
T,2021-10-14 01:54:33,40.70048567,-73.91275183,6,3.000,,1.340,120,6,21,,
T,2021-10-14 01:54:34,40.70047962,-73.91273336,5,3.000,,1.220,126,8,21,,
T,2021-10-14 01:54:35,40.70047314,-73.91272173,5,3.000,,1.240,121,8,21,,
T,2021-10-14 01:54:36,40.70046530,-73.91271076,6,3.000,,1.240,120,9,19,,
T,2021-10-14 01:54:37,40.70045536,-73.91269518,6,4.000,,1.380,118,9,19,,
T,2021-10-14 01:54:38,40.70045018,-73.91267869,6,5.000,,1.370,123,10,19,,
T,2021-10-14 01:54:39,40.70044193,-73.91266077,6,6.000,,1.380,118,9,19,,
T,2021-10-14 01:54:40,40.70043669,-73.91264725,6,6.000,,0.860,139,10,19,,
T,2021-10-14 01:54:42,40.70042230,-73.91261904,6,6.000,,1.220,128,10,19,,
T,2021-10-14 01:54:43,40.70041083,-73.91260606,6,7.000,,1.390,116,10,19,,
T,2021-10-14 01:54:44,40.70039198,-73.91262396,6,5.000,,1.150,159,9,20,,
T,2021-10-14 01:54:45,40.70038648,-73.91260720,7,4.000,,1.110,153,10,20,,
T,2021-10-14 01:54:46,40.70037737,-73.91259611,8,4.000,,1.010,160,9,20,,
T,2021-10-14 01:54:47,40.70036908,-73.91259033,9,4.000,,1.030,177,9,20,,
T,2021-10-14 01:54:48,40.70037052,-73.91255823,7,4.000,,1.230,124,8,20,,
T,2021-10-14 01:54:49,40.70036417,-73.91254732,5,3.000,,1.200,152,8,20,,
T,2021-10-14 01:54:51,40.70035759,-73.91252937,5,2.000,,1.190,131,8,20,,
T,2021-10-14 01:54:52,40.70034317,-73.91251967,5,1.000,,1.200,133,9,20,,
T,2021-10-14 01:54:53,40.70033488,-73.91250688,5,0.000,,1.390,130,9,20,,
T,2021-10-14 01:54:54,40.70032241,-73.91249328,5,0.000,,1.510,133,9,20,,
T,2021-10-14 01:54:55,40.70031500,-73.91247759,5,0.000,,1.310,137,9,20,,
T,2021-10-14 01:54:56,40.70029896,-73.91246465,5,0.000,,1.250,132,9,20,,
T,2021-10-14 01:54:57,40.70028028,-73.91244759,5,0.000,,1.390,133,11,20,,
T,2021-10-14 01:54:58,40.70026636,-73.91244187,5,-1.000,,1.340,133,11,20,,
T,2021-10-14 01:54:59,40.70026092,-73.91243092,4,-1.000,,1.300,123,10,20,,
T,2021-10-14 01:55:00,40.70025661,-73.91241251,4,-1.000,,1.340,125,10,20,,
T,2021-10-14 01:55:01,40.70024815,-73.91239838,4,-2.000,,1.260,126,10,20,,
T,2021-10-14 01:55:02,40.70024507,-73.91238264,3,-2.000,,1.210,120,10,20,,
T,2021-10-14 01:55:03,40.70024001,-73.91236210,3,-2.000,,1.400,121,10,20,,
T,2021-10-14 01:55:04,40.70023142,-73.91234688,4,-2.000,,1.440,125,10,20,,
T,2021-10-14 01:55:05,40.70021916,-73.91234000,4,-2.000,,1.400,122,10,20,,
T,2021-10-14 01:55:07,40.70020271,-73.91233299,4,-2.000,,1.380,127,10,20,,
T,2021-10-14 01:55:08,40.70019106,-73.91231587,4,-2.000,,1.420,123,10,20,,
T,2021-10-14 01:55:09,40.70018364,-73.91230770,4,-2.000,,1.340,124,10,20,,
T,2021-10-14 01:55:10,40.70018466,-73.91229399,4,-3.000,,1.380,119,10,20,,
T,2021-10-14 01:55:12,40.70018188,-73.91227528,4,-5.000,,1.320,108,9,20,,
T,2021-10-14 01:55:13,40.70017129,-73.91225492,4,-4.000,,1.360,117,9,20,,
T,2021-10-14 01:55:14,40.70017007,-73.91223058,4,-4.000,,1.470,109,9,20,,
T,2021-10-14 01:55:15,40.70015930,-73.91221514,4,-4.000,,1.390,118,9,20,,
T,2021-10-14 01:55:16,40.70015627,-73.91218468,4,-3.000,,1.650,94,10,21,,
T,2021-10-14 01:55:17,40.70014640,-73.91218149,4,-3.000,,1.410,112,10,21,,
T,2021-10-14 01:55:18,40.70013639,-73.91218212,4,-4.000,,1.390,123,9,21,,
T,2021-10-14 01:55:20,40.70012787,-73.91216733,4,-5.000,,1.380,123,9,21,,
T,2021-10-14 01:55:22,40.70011218,-73.91214581,6,-5.000,,1.170,128,8,21,,
T,2021-10-14 01:55:23,40.70010372,-73.91213059,8,-4.000,,1.260,127,8,21,,
T,2021-10-14 01:55:24,40.70009914,-73.91211595,10,-4.000,,1.250,133,8,21,,
T,2021-10-14 01:55:25,40.70010136,-73.91209327,12,-4.000,,1.210,125,7,21,,
T,2021-10-14 01:55:26,40.70009242,-73.91206655,13,-3.000,,1.340,132,9,21,,
T,2021-10-14 01:55:27,40.70008651,-73.91204031,15,-3.000,,1.430,128,8,21,,
T,2021-10-14 01:55:28,40.70009899,-73.91203359,16,-5.000,,1.350,117,7,21,,
T,2021-10-14 01:55:29,40.70011681,-73.91198372,15,-5.000,,1.490,103,8,21,,
T,2021-10-14 01:55:30,40.70011871,-73.91196536,13,-5.000,,1.470,110,7,21,,
T,2021-10-14 01:55:31,40.70011526,-73.91194453,14,-6.000,,1.390,115,8,21,,
T,2021-10-14 01:55:32,40.70011402,-73.91191574,14,-5.000,,1.440,116,8,21,,
T,2021-10-14 01:55:33,40.70010217,-73.91190366,14,-5.000,,1.470,120,8,21,,
T,2021-10-14 01:55:34,40.70009192,-73.91189695,13,-6.000,,1.400,125,11,21,,
T,2021-10-14 01:55:35,40.70006563,-73.91189578,12,-5.000,,1.400,131,10,21,,
T,2021-10-14 01:55:36,40.70003312,-73.91189038,10,-4.000,,1.440,131,10,21,,
T,2021-10-14 01:55:37,40.70001783,-73.91189405,8,-4.000,,1.490,112,10,21,,
T,2021-10-14 01:55:38,40.70000629,-73.91188684,7,-5.000,,1.530,120,8,21,,
T,2021-10-14 01:55:39,40.69999672,-73.91187123,6,-5.000,,1.590,120,8,21,,
T,2021-10-14 01:55:40,40.70000165,-73.91185165,6,-6.000,,1.530,121,10,21,,
T,2021-10-14 01:55:41,40.69999277,-73.91184643,6,-6.000,,1.440,124,9,21,,
T,2021-10-14 01:55:42,40.69998116,-73.91182512,6,-5.000,,1.450,124,10,21,,
T,2021-10-14 01:55:44,40.69997311,-73.91180749,7,-5.000,,0.740,129,9,21,,
T,2021-10-14 01:55:45,40.69996102,-73.91181172,7,-4.000,,0.780,157,9,21,,
T,2021-10-14 01:55:46,40.69995125,-73.91182171,8,-5.000,,0.550,151,9,21,,
T,2021-10-14 01:55:47,40.69994417,-73.91182114,8,-5.000,,0.000,,8,21,,
T,2021-10-14 01:55:52,40.69994164,-73.91183765,7,-6.000,,0.000,,8,21,,
T,2021-10-14 01:55:54,40.69994555,-73.91184914,6,-8.000,,0.000,,9,21,,
T,2021-10-14 01:55:55,40.69994638,-73.91187428,7,-9.000,,0.000,,7,21,,
T,2021-10-14 01:55:56,40.69994710,-73.91188963,7,-11.000,,0.000,,7,21,,
T,2021-10-14 01:55:57,40.69994570,-73.91189620,7,-11.000,,0.000,,9,21,,
T,2021-10-14 01:55:58,40.69993543,-73.91189554,6,-10.000,,0.330,112,9,21,,
T,2021-10-14 01:55:59,40.69992525,-73.91188050,5,-10.000,,0.810,130,9,21,,
T,2021-10-14 01:56:00,40.69992853,-73.91186461,5,-11.000,,1.270,122,8,21,,
T,2021-10-14 01:56:02,40.69991828,-73.91183328,4,-11.000,,1.610,126,9,21,,
T,2021-10-14 01:56:03,40.69990646,-73.91182014,4,-11.000,,1.640,126,10,20,,
T,2021-10-14 01:56:04,40.69989740,-73.91180652,4,-10.000,,1.560,126,10,20,,
T,2021-10-14 01:56:05,40.69989086,-73.91179685,4,-11.000,,1.540,126,10,20,,
T,2021-10-14 01:56:06,40.69987911,-73.91177784,4,-10.000,,1.370,126,10,20,,
T,2021-10-14 01:56:08,40.69987142,-73.91174751,4,-9.000,,1.330,126,8,20,,
T,2021-10-14 01:56:09,40.69985468,-73.91173183,5,-8.000,,1.440,129,10,20,,
T,2021-10-14 01:56:11,40.69984857,-73.91170588,5,-9.000,,1.360,107,10,20,,
T,2021-10-14 01:56:13,40.69983935,-73.91168831,5,-10.000,,1.290,116,9,20,,
T,2021-10-14 01:56:14,40.69982650,-73.91166819,5,-10.000,,1.310,113,9,20,,
T,2021-10-14 01:56:16,40.69982149,-73.91163822,4,-10.000,,0.880,127,9,20,,
T,2021-10-14 01:56:17,40.69981145,-73.91163348,5,-10.000,,0.670,138,8,20,,
T,2021-10-14 01:56:19,40.69980331,-73.91160539,4,-9.000,,0.770,148,8,20,,
T,2021-10-14 01:56:20,40.69979499,-73.91160031,5,-9.000,,0.900,127,9,20,,
T,2021-10-14 01:56:21,40.69979420,-73.91162423,5,-12.000,,0.330,126,9,20,,
T,2021-10-14 01:56:23,40.69980241,-73.91159645,8,-11.000,,0.380,126,9,20,,
T,2021-10-14 01:56:25,40.69980992,-73.91156355,9,-10.000,,0.720,94,10,20,,
T,2021-10-14 01:56:26,40.69980944,-73.91159432,8,-11.000,,0.000,,10,20,,
T,2021-10-14 01:56:48,40.69980867,-73.91160989,21,-13.000,,0.000,,7,19,,
T,2021-10-14 01:57:00,40.69980784,-73.91162183,17,-13.000,,0.000,,7,20,,
T,2021-10-14 01:57:13,40.69980686,-73.91163428,13,-14.000,,0.000,,9,20,,
T,2021-10-14 01:57:14,40.69980656,-73.91163472,12,-14.000,,0.000,,10,20,,
T,2021-10-14 01:57:15,40.69979553,-73.91165041,12,-15.000,,0.310,278,9,20,,
T,2021-10-14 01:57:16,40.69981613,-73.91166853,11,-13.000,,0.000,,9,20,,
T,2021-10-14 01:57:17,40.69980165,-73.91168371,11,-13.000,,0.000,,9,20,,
T,2021-10-14 01:57:18,40.69978788,-73.91169636,11,-13.000,,0.430,86,10,20,,
T,2021-10-14 01:57:19,40.69976709,-73.91172906,10,-14.000,,0.000,,10,20,,
T,2021-10-14 01:57:20,40.69974982,-73.91174651,6,-16.000,,0.000,,10,20,,
T,2021-10-14 01:57:21,40.69972490,-73.91177382,5,-17.000,,0.190,61,10,19,,
T,2021-10-14 01:57:22,40.69970842,-73.91179193,5,-16.000,,0.000,,9,19,,
T,2021-10-14 01:57:23,40.69970682,-73.91180133,5,-16.000,,0.410,355,10,19,,
T,2021-10-14 01:57:24,40.69969351,-73.91181405,5,-16.000,,0.210,234,10,18,,
T,2021-10-14 01:57:25,40.69968780,-73.91183154,5,-18.000,,0.240,251,11,18,,
T,2021-10-14 01:57:26,40.69967496,-73.91184263,4,-17.000,,0.000,,11,18,,
T,2021-10-14 01:57:27,40.69966691,-73.91185652,4,-20.000,,0.320,359,10,18,,
T,2021-10-14 01:57:29,40.69966083,-73.91186706,5,-19.000,,0.330,287,11,18,,
T,2021-10-14 01:57:30,40.69965756,-73.91188096,6,-19.000,,0.320,286,11,18,,
T,2021-10-14 01:57:31,40.69965275,-73.91189466,6,-20.000,,0.200,322,10,18,,
T,2021-10-14 01:57:32,40.69964591,-73.91190765,6,-20.000,,0.000,,10,18,,
T,2021-10-14 01:57:33,40.69965310,-73.91192044,8,-21.000,,0.560,334,11,18,,
T,2021-10-14 01:57:34,40.69964688,-73.91193543,7,-22.000,,0.000,,8,18,,
T,2021-10-14 01:57:36,40.69963304,-73.91195071,8,-23.000,,0.000,,10,19,,
T,2021-10-14 01:57:39,40.69961997,-73.91195682,8,-23.000,,0.000,,10,20,,
T,2021-10-14 01:58:01,40.69960511,-73.91195136,11,-23.000,,0.000,,8,20,,
T,2021-10-14 01:58:02,40.69959612,-73.91194676,11,-22.000,,0.000,,9,20,,
T,2021-10-14 01:58:03,40.69958337,-73.91193975,12,-21.000,,0.000,,8,20,,
T,2021-10-14 01:58:05,40.69956880,-73.91193203,13,-19.000,,0.000,,8,20,,
T,2021-10-14 01:58:07,40.69955969,-73.91192677,15,-19.000,,0.000,,9,20,,
T,2021-10-14 01:58:29,40.69954568,-73.91193718,8,-19.000,,0.000,,12,20,,
T,2021-10-14 01:58:31,40.69953662,-73.91194514,8,-21.000,,0.000,,11,20,,
T,2021-10-14 01:58:32,40.69953405,-73.91193598,9,-24.000,,0.000,,12,20,,
T,2021-10-14 01:58:33,40.69952810,-73.91192246,10,-27.000,,0.240,78,13,20,,
T,2021-10-14 01:58:34,40.69952577,-73.91190090,10,-32.000,,0.310,74,11,20,,
T,2021-10-14 01:58:35,40.69952283,-73.91188292,13,-36.000,,0.290,73,12,20,,
T,2021-10-14 01:58:36,40.69952429,-73.91186849,13,-39.000,,0.390,79,10,20,,
T,2021-10-14 01:58:37,40.69951787,-73.91184891,14,-43.000,,0.590,94,12,20,,
T,2021-10-14 01:58:39,40.69951577,-73.91185280,19,-44.000,,0.260,82,12,20,,
T,2021-10-14 01:58:40,40.69951573,-73.91187052,13,-43.000,,0.000,,10,20,,
T,2021-10-14 01:58:43,40.69951278,-73.91188173,14,-42.000,,0.000,,10,21,,
T,2021-10-14 01:58:47,40.69950714,-73.91187186,14,-43.000,,0.000,,11,20,,
T,2021-10-14 01:58:48,40.69950597,-73.91185659,14,-44.000,,0.000,,11,20,,
T,2021-10-14 01:58:51,40.69949376,-73.91185940,15,-47.000,,0.000,,11,20,,
T,2021-10-14 01:58:57,40.69949145,-73.91186411,14,-48.000,,0.000,,13,20,,
T,2021-10-14 01:58:58,40.69949213,-73.91188509,14,-48.000,,0.200,338,12,20,,
T,2021-10-14 01:58:59,40.69948735,-73.91190667,13,-48.000,,0.000,,12,19,,
T,2021-10-14 01:59:02,40.69949603,-73.91191703,14,-45.000,,0.000,,13,20,,
T,2021-10-14 01:59:03,40.69950237,-73.91192186,15,-44.000,,0.290,300,15,20,,
T,2021-10-14 01:59:04,40.69949064,-73.91196226,13,-42.000,,0.280,2,14,20,,
T,2021-10-14 01:59:05,40.69950468,-73.91195230,13,-40.000,,0.260,4,14,20,,
T,2021-10-14 01:59:06,40.69950435,-73.91198416,13,-38.000,,0.210,316,15,20,,
T,2021-10-14 01:59:07,40.69949914,-73.91198471,12,-37.000,,0.440,304,14,20,,
T,2021-10-14 01:59:08,40.69950248,-73.91198645,9,-37.000,,0.000,,15,20,,
T,2021-10-14 01:59:09,40.69950949,-73.91199683,9,-37.000,,0.370,7,14,20,,
T,2021-10-14 01:59:11,40.69951607,-73.91201658,10,-33.000,,0.230,342,15,20,,
T,2021-10-14 01:59:12,40.69951831,-73.91202360,12,-33.000,,0.200,346,14,20,,
T,2021-10-14 01:59:13,40.69951690,-73.91203439,11,-33.000,,0.000,,15,20,,
T,2021-10-14 01:59:15,40.69951473,-73.91204711,10,-32.000,,0.000,,13,20,,
T,2021-10-14 01:59:17,40.69951307,-73.91206801,9,-30.000,,0.000,,15,20,,
T,2021-10-14 01:59:19,40.69951125,-73.91208147,8,-30.000,,0.000,,14,20,,
T,2021-10-14 01:59:20,40.69951278,-73.91208909,9,-30.000,,0.230,336,13,20,,
T,2021-10-14 01:59:23,40.69951376,-73.91212019,16,-30.000,,0.610,282,14,21,,
T,2021-10-14 01:59:24,40.69945994,-73.91225893,14,-29.000,,2.470,250,11,21,,
T,2021-10-14 01:59:25,40.69948578,-73.91222604,8,-26.000,,0.000,,14,21,,
T,2021-10-14 01:59:26,40.69948759,-73.91223824,8,-25.000,,0.000,,14,21,,
T,2021-10-14 01:59:27,40.69948177,-73.91225776,8,-25.000,,0.000,,14,21,,
T,2021-10-14 01:59:28,40.69948657,-73.91225843,7,-25.000,,0.000,,15,21,,
T,2021-10-14 01:59:29,40.69947818,-73.91227890,8,-26.000,,0.230,275,14,21,,
T,2021-10-14 01:59:30,40.69947899,-73.91228190,10,-27.000,,0.370,312,14,21,,
T,2021-10-14 01:59:31,40.69947923,-73.91228636,9,-26.000,,0.000,,14,21,,
T,2021-10-14 01:59:32,40.69947696,-73.91228728,8,-26.000,,0.000,,13,21,,
T,2021-10-14 01:59:33,40.69947579,-73.91228713,9,-27.000,,0.180,330,14,21,,
T,2021-10-14 01:59:34,40.69947368,-73.91229544,8,-28.000,,0.350,351,14,21,,
T,2021-10-14 01:59:35,40.69946750,-73.91230646,7,-29.000,,0.000,,14,21,,
T,2021-10-14 01:59:36,40.69945989,-73.91231727,6,-29.000,,0.000,,14,21,,
T,2021-10-14 01:59:37,40.69945772,-73.91232981,6,-28.000,,0.000,,14,21,,
T,2021-10-14 01:59:38,40.69945362,-73.91233908,6,-28.000,,0.000,,15,21,,
T,2021-10-14 01:59:39,40.69945250,-73.91234719,6,-28.000,,0.210,357,13,21,,
T,2021-10-14 01:59:40,40.69944361,-73.91236115,6,-28.000,,0.290,2,14,21,,
T,2021-10-14 01:59:41,40.69943907,-73.91236847,6,-27.000,,0.000,,13,21,,
T,2021-10-14 01:59:42,40.69944186,-73.91237125,7,-27.000,,0.190,353,13,21,,
T,2021-10-14 01:59:43,40.69944057,-73.91238692,8,-26.000,,0.210,280,12,21,,
T,2021-10-14 01:59:45,40.69942465,-73.91241712,12,-25.000,,0.700,243,14,21,,
T,2021-10-14 01:59:46,40.69941828,-73.91243005,11,-25.000,,0.510,256,14,21,,
T,2021-10-14 01:59:47,40.69942084,-73.91241885,11,-26.000,,0.000,,14,21,,
T,2021-10-14 01:59:48,40.69942370,-73.91242843,11,-27.000,,0.340,280,13,21,,
T,2021-10-14 01:59:49,40.69943308,-73.91243153,12,-26.000,,0.290,275,12,21,,
T,2021-10-14 01:59:52,40.69940563,-73.91254025,12,-24.000,,1.190,255,13,21,,
T,2021-10-14 01:59:53,40.69940655,-73.91256003,13,-22.000,,1.090,258,14,21,,
T,2021-10-14 01:59:54,40.69940157,-73.91259555,8,-24.000,,0.000,,13,21,,
T,2021-10-14 01:59:55,40.69940838,-73.91260904,7,-23.000,,0.230,5,13,21,,
T,2021-10-14 01:59:56,40.69942273,-73.91259427,7,-24.000,,0.280,28,14,21,,
T,2021-10-14 01:59:57,40.69941697,-73.91261459,6,-24.000,,0.000,,14,21,,
T,2021-10-14 01:59:59,40.69941565,-73.91259920,5,-25.000,,0.000,,14,21,,
T,2021-10-14 02:00:00,40.69942530,-73.91257920,5,-23.000,,0.000,,14,21,,
T,2021-10-14 02:00:01,40.69943327,-73.91256839,4,-22.000,,0.000,,14,21,,
T,2021-10-14 02:00:03,40.69944373,-73.91254982,5,-22.000,,0.000,,14,21,,
T,2021-10-14 02:00:04,40.69945068,-73.91253777,5,-22.000,,0.000,,15,21,,
T,2021-10-14 02:00:06,40.69946150,-73.91251964,5,-23.000,,0.000,,15,21,,
T,2021-10-14 02:00:09,40.69946549,-73.91250925,6,-23.000,,0.000,,14,21,,
T,2021-10-14 02:00:10,40.69946813,-73.91249060,6,-23.000,,0.700,76,14,21,,
T,2021-10-14 02:00:12,40.69947723,-73.91246160,5,-19.000,,0.390,41,14,21,,
T,2021-10-14 02:00:13,40.69948578,-73.91245658,5,-20.000,,0.000,,15,21,,
T,2021-10-14 02:00:14,40.69949039,-73.91245205,5,-21.000,,0.000,,15,21,,
T,2021-10-14 02:00:15,40.69950292,-73.91243655,5,-20.000,,0.370,63,14,21,,
T,2021-10-14 02:00:17,40.69949463,-73.91241990,5,-20.000,,0.290,122,15,21,,
T,2021-10-14 02:00:18,40.69950933,-73.91241645,5,-18.000,,0.450,42,14,21,,
