type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-14 18:22:59,40.69090455,-73.98644841,4,42.346,,0.990,107,19,26,,
T,2021-09-14 18:23:00,40.69090359,-73.98643204,5,41.352,,1.020,95,19,26,,
T,2021-09-14 18:23:01,40.69089780,-73.98641319,5,39.393,,1.170,114,19,26,,
T,2021-09-14 18:23:03,40.69088767,-73.98638235,5,39.880,,1.110,107,17,26,,
T,2021-09-14 18:23:04,40.69088210,-73.98636358,5,39.813,,1.100,120,12,26,,
T,2021-09-14 18:23:05,40.69087628,-73.98634411,5,39.051,,1.130,127,11,26,,
T,2021-09-14 18:23:06,40.69087739,-73.98632235,4,39.277,,1.110,116,12,26,,
T,2021-09-14 18:23:07,40.69087386,-73.98630080,4,36.442,,1.160,140,13,25,,
T,2021-09-14 18:23:08,40.69087374,-73.98628335,4,36.721,,1.080,124,13,25,,
T,2021-09-14 18:23:09,40.69087615,-73.98626832,4,37.033,,1.090,109,14,25,,
T,2021-09-14 18:23:10,40.69087116,-73.98626255,5,33.540,,1.400,165,15,25,,
T,2021-09-14 18:23:11,40.69086623,-73.98625495,4,33.095,,0.820,138,15,25,,
T,2021-09-14 18:23:12,40.69086397,-73.98624872,4,33.133,,0.600,127,15,25,,
T,2021-09-14 18:23:13,40.69086432,-73.98623165,4,32.153,,0.730,107,19,25,,
T,2021-09-14 18:23:14,40.69086355,-73.98621578,4,31.318,,0.940,103,19,25,,
T,2021-09-14 18:23:15,40.69086047,-73.98619942,4,30.024,,0.950,107,19,25,,
T,2021-09-14 18:23:16,40.69085743,-73.98618779,4,29.426,,0.900,112,18,25,,
T,2021-09-14 18:23:17,40.69085455,-73.98617715,4,28.701,,0.900,116,18,25,,
T,2021-09-14 18:23:18,40.69085134,-73.98616977,4,27.637,,0.840,133,18,25,,
T,2021-09-14 18:23:19,40.69084598,-73.98616169,4,27.716,,0.920,152,13,25,,
T,2021-09-14 18:23:20,40.69084043,-73.98615696,4,27.589,,0.670,161,13,25,,
T,2021-09-14 18:23:21,40.69083346,-73.98615132,4,28.116,,0.930,155,13,25,,
T,2021-09-14 18:23:22,40.69083555,-73.98614928,4,28.256,,0.000,,13,25,,
T,2021-09-14 18:23:24,40.69083670,-73.98614883,4,28.246,,0.000,,13,25,,
T,2021-09-14 18:23:25,40.69083676,-73.98614878,4,28.233,,0.000,,13,25,,
T,2021-09-14 18:23:26,40.69083676,-73.98614875,4,28.231,,0.000,,12,25,,
T,2021-09-14 18:23:27,40.69083675,-73.98614870,4,28.229,,0.000,,12,25,,
T,2021-09-14 18:23:28,40.69083660,-73.98614545,4,28.869,,0.000,,11,25,,
T,2021-09-14 18:23:29,40.69083284,-73.98613461,5,29.146,,0.480,123,11,25,,
T,2021-09-14 18:23:30,40.69083255,-73.98612397,5,30.159,,0.570,91,11,25,,
T,2021-09-14 18:23:31,40.69082545,-73.98610619,5,30.914,,1.120,128,11,25,,
T,2021-09-14 18:23:32,40.69081995,-73.98608940,5,30.934,,0.860,123,12,25,,
T,2021-09-14 18:23:33,40.69081764,-73.98607493,5,31.488,,0.870,113,12,25,,
T,2021-09-14 18:23:34,40.69081428,-73.98605951,5,31.578,,0.840,110,13,25,,
T,2021-09-14 18:23:35,40.69081079,-73.98604540,5,31.668,,0.890,112,13,25,,
T,2021-09-14 18:23:36,40.69080793,-73.98603162,5,32.285,,0.850,110,13,25,,
T,2021-09-14 18:23:37,40.69080287,-73.98601774,5,32.091,,0.960,106,13,25,,
T,2021-09-14 18:23:38,40.69079694,-73.98600722,5,32.215,,0.830,115,13,25,,
T,2021-09-14 18:23:39,40.69079160,-73.98599385,4,32.534,,0.750,107,13,25,,
T,2021-09-14 18:23:40,40.69078611,-73.98598000,4,31.557,,0.950,115,13,25,,
T,2021-09-14 18:23:41,40.69078690,-73.98596463,4,31.143,,1.080,81,13,25,,
T,2021-09-14 18:23:42,40.69077814,-73.98594773,4,31.928,,1.490,134,13,25,,
T,2021-09-14 18:23:43,40.69077108,-73.98593606,4,31.587,,0.930,139,13,25,,
T,2021-09-14 18:23:44,40.69076449,-73.98592137,4,32.313,,0.950,132,13,25,,
T,2021-09-14 18:23:46,40.69075288,-73.98589072,4,35.812,,1.290,132,13,25,,
T,2021-09-14 18:23:48,40.69073919,-73.98587154,4,34.868,,0.980,141,12,25,,
T,2021-09-14 18:23:50,40.69072701,-73.98585132,4,34.412,,1.030,129,13,25,,
T,2021-09-14 18:23:52,40.69071758,-73.98582772,5,35.221,,1.010,126,14,25,,
T,2021-09-14 18:23:53,40.69071315,-73.98581472,5,35.832,,1.020,122,14,25,,
T,2021-09-14 18:23:54,40.69070730,-73.98580284,5,36.484,,1.040,127,14,25,,
T,2021-09-14 18:23:55,40.69070221,-73.98578958,5,36.417,,1.060,125,13,25,,
T,2021-09-14 18:23:56,40.69069703,-73.98577305,5,37.819,,1.050,127,13,25,,
T,2021-09-14 18:23:57,40.69069352,-73.98575819,5,37.958,,1.090,114,14,25,,
T,2021-09-14 18:23:58,40.69068876,-73.98574592,5,38.010,,1.070,121,14,25,,
T,2021-09-14 18:23:59,40.69068427,-73.98573416,5,38.033,,1.070,118,14,25,,
T,2021-09-14 18:24:00,40.69067945,-73.98572289,6,38.042,,1.070,120,14,25,,
T,2021-09-14 18:24:01,40.69067456,-73.98571164,6,38.492,,1.060,124,13,25,,
T,2021-09-14 18:24:02,40.69067024,-73.98570011,6,38.562,,1.070,119,13,25,,
T,2021-09-14 18:24:03,40.69066425,-73.98568781,6,37.858,,1.080,137,7,25,,
T,2021-09-14 18:24:05,40.69065279,-73.98565622,6,38.382,,1.090,130,12,25,,
T,2021-09-14 18:24:07,40.69064452,-73.98562497,6,35.758,,1.100,109,14,25,,
T,2021-09-14 18:24:09,40.69063927,-73.98559391,6,37.047,,1.150,110,15,25,,
T,2021-09-14 18:24:11,40.69063774,-73.98556607,6,38.742,,1.070,87,16,25,,
T,2021-09-14 18:24:12,40.69064003,-73.98555025,6,40.068,,1.240,65,16,25,,
T,2021-09-14 18:24:13,40.69063871,-73.98553411,6,41.837,,1.120,72,15,25,,
T,2021-09-14 18:24:14,40.69062972,-73.98551602,6,41.222,,1.280,99,15,25,,
T,2021-09-14 18:24:15,40.69062069,-73.98550069,6,41.781,,1.230,121,16,25,,
T,2021-09-14 18:24:16,40.69061269,-73.98548632,5,39.350,,1.120,115,17,25,,
T,2021-09-14 18:24:17,40.69060466,-73.98547210,5,39.910,,1.170,127,17,25,,
T,2021-09-14 18:24:18,40.69059531,-73.98545722,5,39.331,,1.160,128,17,25,,
T,2021-09-14 18:24:19,40.69058651,-73.98544092,5,38.620,,1.160,120,16,25,,
T,2021-09-14 18:24:20,40.69057662,-73.98542601,5,37.795,,1.190,128,16,25,,
T,2021-09-14 18:24:21,40.69056675,-73.98541489,5,36.466,,1.190,145,16,25,,
T,2021-09-14 18:24:22,40.69056028,-73.98539805,5,36.096,,1.320,118,15,25,,
T,2021-09-14 18:24:23,40.69055310,-73.98538522,4,36.311,,1.210,137,15,25,,
T,2021-09-14 18:24:25,40.69054304,-73.98535854,4,36.030,,1.180,123,15,25,,
T,2021-09-14 18:24:27,40.69053273,-73.98533266,4,36.783,,1.140,124,15,25,,
T,2021-09-14 18:24:29,40.69051953,-73.98530649,4,36.146,,1.160,132,12,25,,
T,2021-09-14 18:24:31,40.69050661,-73.98527506,4,33.388,,1.160,106,13,25,,
T,2021-09-14 18:24:33,40.69049819,-73.98525000,4,30.233,,1.300,91,15,25,,
T,2021-09-14 18:24:34,40.69049723,-73.98523909,4,30.104,,1.140,79,15,25,,
T,2021-09-14 18:24:35,40.69049536,-73.98522559,4,29.948,,1.140,87,15,25,,
T,2021-09-14 18:24:36,40.69049373,-73.98521245,4,30.290,,1.050,91,15,25,,
T,2021-09-14 18:24:37,40.69048952,-73.98519977,4,31.186,,1.170,111,15,25,,
T,2021-09-14 18:24:38,40.69048363,-73.98518828,4,31.455,,1.150,121,15,25,,
T,2021-09-14 18:24:39,40.69047860,-73.98517597,4,28.513,,1.160,117,14,25,,
T,2021-09-14 18:24:40,40.69047613,-73.98516397,4,28.263,,1.090,106,13,25,,
T,2021-09-14 18:24:41,40.69047169,-73.98515080,4,27.978,,1.090,110,13,25,,
T,2021-09-14 18:24:42,40.69046535,-73.98513766,4,29.299,,1.110,122,13,25,,
T,2021-09-14 18:24:43,40.69045974,-73.98512652,4,29.014,,1.010,123,13,25,,
T,2021-09-14 18:24:44,40.69045428,-73.98511102,4,30.046,,1.030,112,14,25,,
T,2021-09-14 18:24:45,40.69044778,-73.98509584,4,29.726,,1.070,117,14,25,,
T,2021-09-14 18:24:46,40.69044021,-73.98508213,4,29.452,,1.040,121,14,25,,
T,2021-09-14 18:24:48,40.69042809,-73.98505960,4,29.858,,1.070,125,15,25,,
T,2021-09-14 18:24:50,40.69041346,-73.98503300,4,29.020,,1.180,115,14,25,,
T,2021-09-14 18:24:52,40.69039932,-73.98500348,4,30.512,,1.130,116,14,25,,
T,2021-09-14 18:24:54,40.69038721,-73.98498123,4,31.672,,1.140,139,15,25,,
T,2021-09-14 18:24:56,40.69038073,-73.98494912,4,29.767,,1.320,100,15,25,,
T,2021-09-14 18:24:57,40.69037293,-73.98493611,4,29.296,,1.220,123,15,25,,
T,2021-09-14 18:24:58,40.69036477,-73.98492457,4,30.753,,1.200,136,14,25,,
T,2021-09-14 18:24:59,40.69035836,-73.98490563,4,30.161,,1.260,128,14,25,,
T,2021-09-14 18:25:00,40.69035201,-73.98488918,4,30.670,,1.200,124,14,25,,
T,2021-09-14 18:25:01,40.69034403,-73.98487664,4,31.720,,1.230,136,14,25,,
T,2021-09-14 18:25:02,40.69033865,-73.98486149,4,31.952,,1.260,120,14,25,,
T,2021-09-14 18:25:03,40.69033333,-73.98484483,4,32.377,,1.240,118,14,25,,
T,2021-09-14 18:25:04,40.69032703,-73.98482843,4,33.037,,1.270,126,14,25,,
T,2021-09-14 18:25:06,40.69031966,-73.98479709,4,33.378,,1.320,119,13,25,,
T,2021-09-14 18:25:08,40.69030804,-73.98476442,4,31.641,,1.390,134,13,25,,
T,2021-09-14 18:25:10,40.69029986,-73.98472789,4,31.508,,1.220,118,13,25,,
T,2021-09-14 18:25:11,40.69029283,-73.98471019,4,31.395,,1.320,123,13,25,,
T,2021-09-14 18:25:12,40.69028787,-73.98469209,4,32.933,,1.320,111,13,25,,
T,2021-09-14 18:25:13,40.69028945,-73.98467329,4,32.059,,1.320,92,13,25,,
T,2021-09-14 18:25:15,40.69029595,-73.98462919,4,33.574,,1.590,106,,25,,
T,2021-09-14 18:25:16,40.69029395,-73.98461190,4,34.902,,1.270,104,12,25,,
T,2021-09-14 18:25:17,40.69029427,-73.98459538,4,35.641,,1.260,97,13,25,,
T,2021-09-14 18:25:18,40.69029818,-73.98457857,4,36.029,,1.290,77,12,25,,
T,2021-09-14 18:25:19,40.69030132,-73.98456296,4,35.480,,1.270,72,12,25,,
T,2021-09-14 18:25:20,40.69029795,-73.98454341,4,34.212,,1.420,96,13,25,,
T,2021-09-14 18:25:21,40.69029352,-73.98452910,4,34.872,,1.230,104,15,25,,
T,2021-09-14 18:25:22,40.69028682,-73.98451628,4,32.815,,1.320,121,15,25,,
T,2021-09-14 18:25:23,40.69028246,-73.98450084,4,32.333,,1.250,112,15,25,,
T,2021-09-14 18:25:24,40.69028214,-73.98448241,4,32.648,,1.470,82,15,25,,
T,2021-09-14 18:25:25,40.69027881,-73.98446549,4,31.318,,1.350,101,15,25,,
T,2021-09-14 18:25:26,40.69027786,-73.98444921,4,30.667,,1.280,90,15,25,,
T,2021-09-14 18:25:27,40.69027600,-73.98443416,4,30.468,,1.180,96,13,25,,
T,2021-09-14 18:25:28,40.69027392,-73.98441845,4,31.118,,1.270,96,13,25,,
T,2021-09-14 18:25:29,40.69027126,-73.98440239,4,30.714,,1.300,102,13,25,,
T,2021-09-14 18:25:30,40.69026615,-73.98438755,4,30.857,,1.320,121,14,25,,
T,2021-09-14 18:25:31,40.69026528,-73.98437028,4,30.174,,1.390,97,12,25,,
T,2021-09-14 18:25:32,40.69026519,-73.98435510,4,29.447,,1.240,93,13,25,,
T,2021-09-14 18:25:34,40.69024886,-73.98432516,4,25.819,,1.210,117,14,25,,
T,2021-09-14 18:25:36,40.69026222,-73.98429604,4,29.489,,1.250,83,13,25,,
T,2021-09-14 18:25:38,40.69026131,-73.98426494,4,24.541,,1.250,104,14,25,,
T,2021-09-14 18:25:40,40.69024337,-73.98423742,5,17.667,,1.290,132,15,25,,
T,2021-09-14 18:25:41,40.69023531,-73.98422538,5,14.785,,1.140,120,16,25,,
T,2021-09-14 18:25:42,40.69022640,-73.98421154,6,13.399,,1.270,120,18,25,,
T,2021-09-14 18:25:43,40.69021752,-73.98420252,5,10.067,,1.020,131,18,25,,
T,2021-09-14 18:25:44,40.69020761,-73.98419252,6,8.439,,1.160,126,18,25,,
T,2021-09-14 18:25:45,40.69020069,-73.98418157,6,6.758,,1.040,123,18,25,,
T,2021-09-14 18:25:46,40.69019358,-73.98416685,6,5.910,,1.270,112,18,25,,
T,2021-09-14 18:25:47,40.69018679,-73.98415000,6,5.221,,1.260,111,18,25,,
T,2021-09-14 18:25:48,40.69018123,-73.98413250,6,5.017,,1.260,108,18,25,,
T,2021-09-14 18:25:49,40.69017869,-73.98411608,6,4.310,,1.170,94,18,25,,
T,2021-09-14 18:25:50,40.69017290,-73.98410118,6,2.837,,1.260,103,18,25,,
T,2021-09-14 18:25:51,40.69016802,-73.98408571,6,1.223,,1.210,98,18,25,,
T,2021-09-14 18:25:52,40.69016163,-73.98407178,6,0.544,,1.240,118,18,25,,
T,2021-09-14 18:25:54,40.69014503,-73.98403814,6,1.918,,1.240,115,18,25,,
T,2021-09-14 18:25:56,40.69012806,-73.98400964,5,4.521,,1.230,129,18,25,,
T,2021-09-14 18:25:58,40.69011180,-73.98397208,5,5.873,,1.240,99,18,25,,
T,2021-09-14 18:26:00,40.69009395,-73.98393402,5,9.062,,1.290,118,12,25,,
T,2021-09-14 18:26:01,40.69008799,-73.98391668,5,9.537,,1.270,111,12,25,,
T,2021-09-14 18:26:02,40.69008168,-73.98390016,5,10.002,,1.230,117,12,25,,
T,2021-09-14 18:26:03,40.69007405,-73.98387966,5,10.390,,1.310,113,12,25,,
T,2021-09-14 18:26:04,40.69006194,-73.98386327,5,12.651,,1.280,126,12,25,,
T,2021-09-14 18:26:05,40.69005306,-73.98385032,5,11.807,,1.140,122,12,25,,
T,2021-09-14 18:26:06,40.69006688,-73.98382331,5,11.502,,3.270,53,12,25,,
T,2021-09-14 18:26:07,40.69006791,-73.98380919,5,11.266,,1.250,66,13,25,,
T,2021-09-14 18:26:08,40.69005307,-73.98378501,5,13.969,,2.010,121,13,25,,
T,2021-09-14 18:26:09,40.69004714,-73.98376483,5,13.769,,1.280,106,13,25,,
T,2021-09-14 18:26:10,40.69005935,-73.98376446,7,7.152,,0.540,71,13,25,,
T,2021-09-14 18:26:12,40.69007194,-73.98374230,7,5.762,,0.950,87,18,25,,
T,2021-09-14 18:26:14,40.69007923,-73.98371263,7,5.468,,0.850,89,18,25,,
T,2021-09-14 18:26:16,40.69008074,-73.98368623,6,6.835,,0.500,96,19,25,,
T,2021-09-14 18:26:18,40.69008736,-73.98366839,6,8.077,,0.780,43,19,25,,
T,2021-09-14 18:26:20,40.69010338,-73.98365052,6,8.132,,0.940,25,20,25,,
T,2021-09-14 18:26:22,40.69011003,-73.98364474,6,8.256,,0.000,,19,25,,
T,2021-09-14 18:26:23,40.69010960,-73.98364690,7,7.829,,0.340,337,19,25,,
T,2021-09-14 18:26:25,40.69009532,-73.98366286,6,8.303,,0.780,246,19,25,,
T,2021-09-14 18:26:26,40.69009048,-73.98366999,6,8.786,,0.600,254,19,25,,
T,2021-09-14 18:26:27,40.69008640,-73.98367912,6,8.330,,0.800,255,19,25,,
T,2021-09-14 18:26:28,40.69008500,-73.98368890,6,7.425,,0.660,272,19,25,,
T,2021-09-14 18:26:29,40.69008446,-73.98370136,6,6.973,,0.730,285,19,25,,
T,2021-09-14 18:26:45,40.69006580,-73.98366726,4,5.635,,0.950,89,17,25,,
T,2021-09-14 18:26:47,40.69007879,-73.98364284,4,7.893,,0.920,41,17,25,,
T,2021-09-14 18:26:49,40.69009893,-73.98362866,5,7.379,,0.870,9,20,25,,
T,2021-09-14 18:26:51,40.69012122,-73.98361861,5,7.109,,0.870,355,20,25,,
T,2021-09-14 18:26:53,40.69014133,-73.98360780,5,6.529,,0.960,12,20,25,,
T,2021-09-14 18:26:54,40.69015130,-73.98360264,5,6.823,,0.920,1,20,25,,
T,2021-09-14 18:26:55,40.69016022,-73.98359740,6,7.272,,0.800,14,19,25,,
T,2021-09-14 18:26:56,40.69016822,-73.98359574,6,7.019,,0.960,353,19,25,,
T,2021-09-14 18:26:57,40.69017716,-73.98359363,6,7.591,,0.950,347,19,25,,
T,2021-09-14 18:26:58,40.69018667,-73.98358852,6,8.307,,0.980,359,19,25,,
T,2021-09-14 18:26:59,40.69019578,-73.98358005,7,8.004,,0.980,21,18,25,,
T,2021-09-14 18:27:00,40.69020497,-73.98357197,7,8.319,,0.940,14,19,25,,
T,2021-09-14 18:27:01,40.69021490,-73.98356313,7,8.676,,0.960,16,19,25,,
T,2021-09-14 18:27:02,40.69022413,-73.98355465,7,9.208,,1.000,16,19,25,,
T,2021-09-14 18:27:03,40.69023587,-73.98354881,7,10.036,,1.060,359,19,25,,
T,2021-09-14 18:27:04,40.69024579,-73.98354697,7,10.086,,1.000,357,19,25,,
T,2021-09-14 18:27:05,40.69025664,-73.98353917,7,10.418,,1.000,2,19,25,,
T,2021-09-14 18:27:06,40.69026643,-73.98353473,7,10.429,,1.000,6,20,25,,
T,2021-09-14 18:27:08,40.69028276,-73.98350978,7,9.140,,0.830,353,19,25,,
T,2021-09-14 18:27:10,40.69029412,-73.98346529,7,9.305,,1.020,69,19,25,,
T,2021-09-14 18:27:12,40.69029432,-73.98342821,6,6.397,,1.550,107,19,25,,
T,2021-09-14 18:27:14,40.69028916,-73.98340023,6,3.917,,0.940,85,19,25,,
T,2021-09-14 18:27:15,40.69028986,-73.98338805,6,1.405,,0.910,81,19,25,,
T,2021-09-14 18:27:16,40.69028508,-73.98337683,6,-0.051,,0.980,99,19,25,,
T,2021-09-14 18:27:17,40.69028172,-73.98336798,6,-0.714,,0.960,103,19,25,,
T,2021-09-14 18:27:18,40.69027916,-73.98335904,6,-0.807,,0.990,117,20,25,,
T,2021-09-14 18:27:19,40.69028852,-73.98334538,6,-1.355,,1.700,58,20,25,,
T,2021-09-14 18:27:20,40.69029632,-73.98333963,6,-2.847,,0.920,50,20,25,,
T,2021-09-14 18:27:21,40.69030493,-73.98333733,5,-2.977,,0.890,37,19,25,,
T,2021-09-14 18:27:22,40.69031574,-73.98333763,6,-2.625,,1.000,9,19,25,,
T,2021-09-14 18:27:23,40.69032308,-73.98334175,5,-2.114,,0.800,356,19,25,,
T,2021-09-14 18:27:24,40.69032802,-73.98334293,5,-1.859,,0.820,14,19,25,,
T,2021-09-14 18:27:25,40.69033407,-73.98334577,5,-1.612,,0.780,359,19,25,,
T,2021-09-14 18:27:26,40.69034203,-73.98334758,5,-1.801,,0.850,1,18,25,,
T,2021-09-14 18:27:27,40.69034943,-73.98334862,5,-1.901,,0.750,10,18,25,,
T,2021-09-14 18:27:29,40.69036141,-73.98335606,5,-1.619,,0.660,340,19,25,,
T,2021-09-14 18:27:31,40.69037501,-73.98335845,5,-1.829,,0.670,5,20,25,,
T,2021-09-14 18:27:33,40.69038968,-73.98336116,5,-1.574,,0.760,1,20,25,,
T,2021-09-14 18:27:35,40.69040666,-73.98336480,6,-1.033,,0.850,2,20,25,,
T,2021-09-14 18:27:36,40.69041400,-73.98336490,6,-1.167,,0.760,13,20,25,,
T,2021-09-14 18:27:37,40.69042290,-73.98336538,6,-1.433,,0.890,12,20,25,,
T,2021-09-14 18:27:38,40.69043321,-73.98336595,6,-0.800,,0.980,7,20,25,,
T,2021-09-14 18:27:39,40.69044414,-73.98336754,6,0.307,,0.960,1,20,25,,
T,2021-09-14 18:27:40,40.69045402,-73.98336906,6,0.833,,0.930,7,20,25,,
T,2021-09-14 18:27:41,40.69046288,-73.98336976,6,1.815,,0.950,17,20,25,,
T,2021-09-14 18:27:42,40.69047207,-73.98337253,6,1.727,,0.950,356,20,25,,
T,2021-09-14 18:27:43,40.69048072,-73.98337290,6,1.338,,0.930,4,20,25,,
T,2021-09-14 18:27:44,40.69048913,-73.98337335,6,1.170,,0.920,0,20,25,,
T,2021-09-14 18:27:45,40.69049744,-73.98337408,6,1.098,,0.920,358,20,25,,
T,2021-09-14 18:27:46,40.69050577,-73.98337381,6,1.067,,0.920,4,20,25,,
T,2021-09-14 18:27:47,40.69051416,-73.98337433,6,1.053,,0.930,356,19,25,,
T,2021-09-14 18:27:49,40.69053071,-73.98337283,6,1.048,,0.920,1,,25,,
T,2021-09-14 18:27:50,40.69053854,-73.98338031,6,1.059,,0.950,325,,25,,
T,2021-09-14 18:27:51,40.69054673,-73.98338862,6,0.823,,0.960,343,7,25,,
T,2021-09-14 18:27:52,40.69055243,-73.98339763,6,0.520,,0.940,327,7,25,,
T,2021-09-14 18:27:53,40.69056140,-73.98340178,5,-0.432,,0.910,319,8,25,,
T,2021-09-14 18:27:54,40.69057309,-73.98339955,5,-2.740,,0.990,345,9,25,,
T,2021-09-14 18:27:55,40.69058302,-73.98339718,5,-3.201,,0.940,358,9,25,,
T,2021-09-14 18:27:56,40.69059195,-73.98339630,5,-3.400,,0.920,357,9,25,,
T,2021-09-14 18:27:57,40.69059694,-73.98340076,5,-1.724,,0.930,341,8,25,,
T,2021-09-14 18:27:58,40.69060889,-73.98339920,6,-2.608,,1.030,360,11,25,,
T,2021-09-14 18:27:59,40.69061828,-73.98339976,6,-2.665,,0.930,353,11,25,,
T,2021-09-14 18:28:00,40.69062715,-73.98339881,6,-2.690,,0.940,3,11,25,,
T,2021-09-14 18:28:01,40.69063570,-73.98339725,6,-2.701,,0.930,6,9,25,,
T,2021-09-14 18:28:02,40.69064428,-73.98339737,6,-2.704,,0.940,359,9,25,,
T,2021-09-14 18:28:03,40.69065280,-73.98339641,6,-2.704,,0.940,5,9,25,,
T,2021-09-14 18:28:04,40.69066131,-73.98339711,7,-2.703,,0.950,357,,25,,
T,2021-09-14 18:28:05,40.69066976,-73.98339686,7,-2.701,,0.940,1,,25,,
T,2021-09-14 18:28:06,40.69067814,-73.98339678,7,-2.698,,0.930,1,,25,,
T,2021-09-14 18:28:08,40.69069495,-73.98339643,7,-2.692,,0.930,0,,25,,
T,2021-09-14 18:28:09,40.69070641,-73.98339655,7,1.578,,0.940,351,,25,,
T,2021-09-14 18:28:10,40.69071641,-73.98339497,7,1.666,,0.970,5,8,25,,
T,2021-09-14 18:28:11,40.69072539,-73.98339374,7,1.709,,0.940,3,8,25,,
T,2021-09-14 18:28:12,40.69073491,-73.98339218,7,-0.170,,0.940,9,8,25,,
T,2021-09-14 18:28:13,40.69074197,-73.98339038,7,-5.121,,0.930,13,10,25,,
T,2021-09-14 18:28:14,40.69074902,-73.98339194,7,-5.191,,0.960,359,10,25,,
T,2021-09-14 18:28:15,40.69075681,-73.98339351,8,-5.218,,0.940,357,10,25,,
T,2021-09-14 18:28:16,40.69076505,-73.98339366,8,-5.229,,0.950,1,7,25,,
T,2021-09-14 18:28:17,40.69077350,-73.98339466,8,-5.232,,0.950,356,7,25,,
T,2021-09-14 18:28:18,40.69078201,-73.98339601,8,-5.232,,0.950,356,7,25,,
T,2021-09-14 18:28:19,40.69079062,-73.98339650,8,-5.230,,0.950,358,,25,,
T,2021-09-14 18:28:20,40.69079925,-73.98339618,8,-5.228,,0.950,1,,25,,
T,2021-09-14 18:28:21,40.69080793,-73.98339573,8,-5.225,,0.960,2,,25,,
T,2021-09-14 18:28:22,40.69081662,-73.98339600,9,-5.222,,0.960,359,,25,,
T,2021-09-14 18:28:23,40.69082525,-73.98339554,9,-5.219,,0.960,6,,25,,
T,2021-09-14 18:28:25,40.69084267,-73.98339411,9,-5.213,,0.970,1,,25,,
T,2021-09-14 18:28:27,40.69085999,-73.98339440,9,-5.206,,0.950,358,,25,,
T,2021-09-14 18:28:29,40.69087670,-73.98338845,10,-5.200,,0.960,19,,25,,
T,2021-09-14 18:28:31,40.69089274,-73.98337645,10,-5.194,,0.960,15,,25,,
T,2021-09-14 18:28:33,40.69091002,-73.98337316,11,-5.188,,1.000,359,,25,,
T,2021-09-14 18:28:34,40.69091865,-73.98337279,11,-5.185,,0.960,3,,25,,
T,2021-09-14 18:28:35,40.69092727,-73.98337333,11,-5.182,,0.960,358,,25,,
T,2021-09-14 18:28:36,40.69093591,-73.98337313,11,-5.179,,0.960,2,,25,,
T,2021-09-14 18:28:37,40.69094455,-73.98337238,11,-5.176,,0.960,3,,25,,
T,2021-09-14 18:28:38,40.69095323,-73.98337227,11,-5.172,,0.960,358,,25,,
T,2021-09-14 18:28:39,40.69096192,-73.98337197,10,-5.169,,0.960,3,,25,,
T,2021-09-14 18:28:41,40.69097918,-73.98337180,11,-5.163,,0.960,360,,25,,
T,2021-09-14 18:28:42,40.69098779,-73.98337193,11,-5.160,,0.950,0,,25,,
