type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-15 01:18:41.425,40.74405163,-73.99952004,9,-15.000,,0.190,103,13,19,20211014-211841,GPS Logger: 20211014-211841 - Chelsea 2
T,2021-10-15 01:18:42.425,40.74407557,-73.99954201,6,-19.000,,0.000,,15,19,,
T,2021-10-15 01:18:43.425,40.74405555,-73.99953557,15,-19.000,,0.000,,15,19,,
T,2021-10-15 01:18:45,40.74415800,-73.99949833,6,-61.000,,0.000,,8,19,,
T,2021-10-15 01:18:46,40.74415081,-73.99948356,9,-56.000,,0.000,,8,19,,
T,2021-10-15 01:18:47,40.74413949,-73.99951294,9,-57.000,,0.000,,11,19,,
T,2021-10-15 01:18:48,40.74412724,-73.99952363,8,-54.000,,0.000,,11,19,,
T,2021-10-15 01:18:49,40.74412875,-73.99952588,6,-51.000,,0.000,,11,19,,
T,2021-10-15 01:18:50,40.74411987,-73.99951458,5,-45.000,,0.000,,11,19,,
T,2021-10-15 01:18:51,40.74412496,-73.99951405,5,-42.000,,0.000,,12,19,,
T,2021-10-15 01:18:52,40.74411742,-73.99951669,5,-39.000,,0.000,,15,19,,
T,2021-10-15 01:18:53,40.74411398,-73.99952099,4,-37.000,,0.000,,12,19,,
T,2021-10-15 01:18:54,40.74411022,-73.99952539,4,-35.000,,0.000,,11,19,,
T,2021-10-15 01:18:55,40.74411302,-73.99952529,3,-36.000,,0.000,,10,19,,
T,2021-10-15 01:18:56,40.74411300,-73.99952584,3,-36.000,,0.000,,11,19,,
T,2021-10-15 01:18:57,40.74411200,-73.99952790,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:18:58,40.74411191,-73.99952790,3,-35.000,,0.000,,11,19,,
T,2021-10-15 01:18:59,40.74411186,-73.99952805,3,-35.000,,0.000,,11,19,,
T,2021-10-15 01:19:00,40.74411187,-73.99952803,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:19:01,40.74411196,-73.99952786,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:19:02,40.74411195,-73.99952787,3,-35.000,,0.000,,11,19,,
T,2021-10-15 01:19:03,40.74411196,-73.99952783,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:04,40.74411196,-73.99952791,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:19:05,40.74411197,-73.99952790,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:19:06,40.74411198,-73.99952787,3,-35.000,,0.000,,11,19,,
T,2021-10-15 01:19:07,40.74411202,-73.99952783,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:19:08,40.74411205,-73.99952774,4,-35.000,,0.000,,12,18,,
T,2021-10-15 01:19:09,40.74411207,-73.99952766,4,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:10,40.74411206,-73.99952766,4,-35.000,,0.000,,11,19,,
T,2021-10-15 01:19:11,40.74411201,-73.99952768,3,-35.000,,0.000,,13,19,,
T,2021-10-15 01:19:12,40.74411199,-73.99952767,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:13,40.74411197,-73.99952769,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:14,40.74411195,-73.99952769,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:15,40.74411197,-73.99952765,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:16,40.74411197,-73.99952762,3,-36.000,,0.000,,12,19,,
T,2021-10-15 01:19:17,40.74411194,-73.99952769,3,-36.000,,0.000,,12,19,,
T,2021-10-15 01:19:18,40.74411189,-73.99952776,3,-36.000,,0.000,,11,19,,
T,2021-10-15 01:19:19,40.74411186,-73.99952782,3,-35.000,,0.000,,10,18,,
T,2021-10-15 01:19:20,40.74411179,-73.99952790,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:21,40.74411174,-73.99952797,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:22,40.74411167,-73.99952796,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:23,40.74411171,-73.99952784,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:24,40.74411167,-73.99952791,3,-35.000,,0.000,,13,19,,
T,2021-10-15 01:19:25,40.74411168,-73.99952802,3,-35.000,,0.000,,11,19,,
T,2021-10-15 01:19:26,40.74411146,-73.99952772,3,-35.000,,0.000,,13,19,,
T,2021-10-15 01:19:27,40.74411144,-73.99952773,3,-35.000,,0.000,,12,19,,
T,2021-10-15 01:19:28,40.74411143,-73.99952786,3,-35.000,,0.000,,14,19,,
T,2021-10-15 01:19:29,40.74411142,-73.99952787,3,-35.000,,0.000,,10,19,,
T,2021-10-15 01:19:30,40.74411134,-73.99952790,3,-35.000,,0.000,,11,19,,
