type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-10 22:39:51,40.69084619,-73.98510040,21,147.000,,0.000,,6,21,20211010-183951,GPS Logger: 20211010-183951 - Downtown bk 3
T,2021-10-10 22:39:52,40.69087841,-73.98510956,22,146.000,,0.000,,5,21,,
T,2021-10-10 22:39:53,40.69091182,-73.98510949,18,146.000,,0.000,,7,21,,
T,2021-10-10 22:39:54,40.69088391,-73.98512834,18,146.000,,0.000,,8,21,,
T,2021-10-10 22:39:55,40.69084514,-73.98515188,17,145.000,,0.000,,5,21,,
T,2021-10-10 22:39:56,40.69079686,-73.98517806,16,144.000,,0.000,,8,21,,
T,2021-10-10 22:39:57,40.69076777,-73.98519143,20,143.000,,0.000,,8,21,,
T,2021-10-10 22:39:58,40.69075309,-73.98520777,20,143.000,,0.000,,7,21,,
T,2021-10-10 22:39:59,40.69074493,-73.98521792,21,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:00,40.69074429,-73.98521894,22,143.000,,0.000,,7,21,,
T,2021-10-10 22:40:01,40.69074565,-73.98521738,25,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:02,40.69074509,-73.98521756,30,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:03,40.69074514,-73.98521724,35,143.000,,0.000,,7,21,,
T,2021-10-10 22:40:04,40.69074497,-73.98521737,35,143.000,,0.000,,7,21,,
T,2021-10-10 22:40:05,40.69074469,-73.98521732,39,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:06,40.69074463,-73.98521734,40,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:07,40.69074472,-73.98521717,43,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:08,40.69074454,-73.98521714,48,143.000,,0.000,,4,21,,
T,2021-10-10 22:40:09,40.69074445,-73.98521698,52,143.000,,0.000,,4,21,,
T,2021-10-10 22:40:10,40.69074396,-73.98521716,54,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:11,40.69074357,-73.98521727,57,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:12,40.69074352,-73.98521702,52,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:13,40.69074343,-73.98521697,55,143.000,,0.000,,4,21,,
T,2021-10-10 22:40:14,40.69074331,-73.98521696,52,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:15,40.69074337,-73.98521693,54,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:16,40.69074348,-73.98521680,55,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:17,40.69074340,-73.98521678,51,143.000,,0.000,,5,20,,
T,2021-10-10 22:40:18,40.69074306,-73.98521700,58,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:19,40.69074292,-73.98521696,64,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:20,40.69074287,-73.98521710,74,143.000,,0.000,,7,21,,
T,2021-10-10 22:40:21,40.69074262,-73.98521742,78,143.000,,0.000,,7,21,,
T,2021-10-10 22:40:22,40.69074253,-73.98521765,81,143.000,,0.000,,3,21,,
T,2021-10-10 22:40:23,40.69074234,-73.98521782,75,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:24,40.69074237,-73.98521806,78,143.000,,0.000,,4,21,,
T,2021-10-10 22:40:25,40.69074248,-73.98521822,84,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:26,40.69074257,-73.98521812,89,143.000,,0.000,,5,21,,
T,2021-10-10 22:40:27,40.69074240,-73.98521842,91,143.000,,0.000,,6,21,,
T,2021-10-10 22:40:28,40.69074204,-73.98521893,104,143.000,,0.000,,5,20,,
T,2021-10-10 22:40:29,40.69074171,-73.98521935,105,142.000,,0.000,,6,21,,
T,2021-10-10 22:40:30,40.69074147,-73.98521971,107,142.000,,0.000,,6,21,,
