type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-15 19:17:32,40.75306281,-73.99402833,53,27.000,,,,3,19,20211015-151732,GPS Logger: 20211015-151732 - Hudson
T,2021-10-15 19:17:33,40.75311332,-73.99408613,56,30.000,,,,4,19,,
T,2021-10-15 19:17:34,40.75304264,-73.99410356,56,28.000,,,,5,19,,
T,2021-10-15 19:17:35,40.75306410,-73.99416519,60,30.000,,,,2,19,,
T,2021-10-15 19:17:36,40.75291962,-73.99420158,63,30.000,,,,3,19,,
T,2021-10-15 19:17:37,40.75287355,-73.99426440,71,30.000,,,,2,19,,
T,2021-10-15 19:17:38,40.75298395,-73.99390652,67,31.000,,,,4,19,,
T,2021-10-15 19:17:39,40.75296948,-73.99396493,75,32.000,,,,3,19,,
T,2021-10-15 19:17:40,40.75281579,-73.99400401,69,33.000,,,,4,19,,
T,2021-10-15 19:17:41,40.75281686,-73.99407192,79,33.000,,,,3,19,,
T,2021-10-15 19:17:42,40.75289416,-73.99397397,76,31.000,,2.100,172,4,19,,
T,2021-10-15 19:17:43,40.75299625,-73.99382838,73,31.000,,1.570,117,3,19,,
T,2021-10-15 19:17:44,40.75311911,-73.99374184,69,31.000,,2.070,65,5,19,,
T,2021-10-15 19:17:45,40.75312223,-73.99384481,57,31.000,,1.180,37,3,19,,
T,2021-10-15 19:17:46,40.75309383,-73.99379277,53,36.000,,0.960,70,3,19,,
T,2021-10-15 19:17:47,40.75310436,-73.99409477,58,15.000,,1.830,302,6,19,,
T,2021-10-15 19:17:48,40.75324355,-73.99407543,59,19.000,,3.110,333,5,19,,
T,2021-10-15 19:17:49,40.75319797,-73.99397930,64,19.000,,1.610,359,5,19,,
T,2021-10-15 19:17:50,40.75315260,-73.99396819,64,16.000,,0.810,18,4,19,,
T,2021-10-15 19:17:51,40.75310959,-73.99401714,65,18.000,,0.310,293,3,19,,
T,2021-10-15 19:17:52,40.75312016,-73.99417839,78,14.000,,2.130,287,4,19,,
T,2021-10-15 19:17:53,40.75309439,-73.99423937,83,14.000,,2.390,276,5,19,,
T,2021-10-15 19:17:54,40.75303822,-73.99443036,79,13.000,,4.000,268,4,19,,
T,2021-10-15 19:17:55,40.75293161,-73.99460077,79,16.000,,5.220,255,3,19,,
T,2021-10-15 19:17:56,40.75294498,-73.99459049,82,17.000,,4.520,255,3,19,,
T,2021-10-15 19:17:57,40.75284940,-73.99459781,76,17.000,,4.380,238,3,19,,
T,2021-10-15 19:17:58,40.75279442,-73.99446294,71,16.000,,2.520,202,6,19,,
T,2021-10-15 19:17:59,40.75268295,-73.99444784,63,15.000,,3.130,198,6,19,,
T,2021-10-15 19:18:00,40.75262491,-73.99453584,63,18.000,,3.530,202,5,19,,
T,2021-10-15 19:18:01,40.75262111,-73.99460817,53,18.000,,3.070,222,5,19,,
T,2021-10-15 19:18:02,40.75268822,-73.99452980,53,18.000,,1.650,226,6,19,,
T,2021-10-15 19:18:03,40.75271865,-73.99447169,50,21.000,,0.000,,6,19,,
T,2021-10-15 19:18:04,40.75271713,-73.99446600,54,21.000,,0.000,,5,19,,
T,2021-10-15 19:18:05,40.75269875,-73.99444208,57,20.000,,0.000,,2,19,,
T,2021-10-15 19:18:06,40.75268978,-73.99445748,54,20.000,,0.000,,4,19,,
T,2021-10-15 19:18:07,40.75274227,-73.99440448,47,20.000,,0.000,,4,19,,
T,2021-10-15 19:18:08,40.75275982,-73.99439538,43,20.000,,0.000,,4,19,,
T,2021-10-15 19:18:09,40.75276447,-73.99440337,44,21.000,,0.000,,4,19,,
T,2021-10-15 19:18:10,40.75276134,-73.99440537,42,21.000,,0.000,,3,19,,
T,2021-10-15 19:18:11,40.75276755,-73.99442010,43,21.000,,0.000,,3,19,,
T,2021-10-15 19:18:12,40.75276730,-73.99442017,43,22.000,,0.000,,4,19,,
T,2021-10-15 19:18:13,40.75276049,-73.99442408,44,22.000,,0.000,,4,19,,
T,2021-10-15 19:18:14,40.75275463,-73.99442045,39,25.000,,0.000,,5,19,,
T,2021-10-15 19:18:15,40.75275193,-73.99442143,40,26.000,,0.000,,5,19,,
T,2021-10-15 19:18:16,40.75275228,-73.99442176,44,26.000,,0.000,,4,19,,
T,2021-10-15 19:18:17,40.75275357,-73.99441337,48,27.000,,0.000,,5,19,,
T,2021-10-15 19:18:18,40.75274971,-73.99441804,49,27.000,,0.000,,2,19,,
T,2021-10-15 19:18:19,40.75274744,-73.99441952,50,27.000,,0.000,,3,19,,
T,2021-10-15 19:18:20,40.75274336,-73.99442338,50,27.000,,0.000,,4,19,,
T,2021-10-15 19:18:21,40.75273883,-73.99442638,48,27.000,,0.000,,4,19,,
T,2021-10-15 19:18:22,40.75275605,-73.99441183,39,27.000,,0.000,,4,19,,
T,2021-10-15 19:18:23,40.75275520,-73.99441319,30,27.000,,0.000,,4,19,,
T,2021-10-15 19:18:24,40.75275449,-73.99441337,31,27.000,,0.000,,4,19,,
T,2021-10-15 19:18:25,40.75275467,-73.99441391,34,27.000,,0.000,,6,19,,
T,2021-10-15 19:18:26,40.75275525,-73.99441315,34,27.000,,0.000,,6,19,,
T,2021-10-15 19:18:27,40.75275407,-73.99441541,35,27.000,,0.000,,4,19,,
T,2021-10-15 19:18:28,40.75275480,-73.99441528,35,27.000,,0.000,,5,19,,
T,2021-10-15 19:18:29,40.75275730,-73.99441457,36,28.000,,0.000,,4,19,,
T,2021-10-15 19:18:30,40.75281445,-73.99435239,38,27.000,,1.830,36,4,19,,
T,2021-10-15 19:18:31,40.75275208,-73.99441248,38,28.000,,0.000,,5,19,,
T,2021-10-15 19:18:32,40.75275610,-73.99440655,38,29.000,,0.000,,5,19,,
T,2021-10-15 19:18:33,40.75274313,-73.99443393,42,27.000,,0.000,,5,19,,
T,2021-10-15 19:18:34,40.75275168,-73.99443995,43,25.000,,0.000,,3,19,,
T,2021-10-15 19:18:35,40.75274914,-73.99446175,44,22.000,,0.000,,5,19,,
T,2021-10-15 19:18:36,40.75274969,-73.99446715,47,22.000,,0.000,,4,19,,
T,2021-10-15 19:18:37,40.75275036,-73.99446723,48,22.000,,0.000,,4,19,,
T,2021-10-15 19:18:38,40.75275843,-73.99446375,43,21.000,,0.000,,3,19,,
T,2021-10-15 19:18:39,40.75275428,-73.99446506,49,21.000,,0.000,,3,19,,
T,2021-10-15 19:18:40,40.75275295,-73.99446729,51,20.000,,0.000,,2,19,,
T,2021-10-15 19:18:41,40.75274905,-73.99448135,44,19.000,,0.000,,5,19,,
T,2021-10-15 19:18:42,40.75274746,-73.99448688,47,18.000,,0.000,,5,19,,
T,2021-10-15 19:18:43,40.75274837,-73.99448715,47,18.000,,0.000,,3,19,,
T,2021-10-15 19:18:44,40.75275356,-73.99448228,46,18.000,,0.000,,3,19,,
T,2021-10-15 19:18:45,40.75275986,-73.99447182,48,19.000,,0.000,,3,19,,
