type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-10 21:19:04,40.69994824,-73.98576670,132,-46.000,,0.000,,5,21,20211010-171904,GPS Logger: 20211010-171904 - Downtown bk 2
T,2021-10-10 21:19:05,40.69994852,-73.98576725,109,-46.000,,0.000,,4,21,,
T,2021-10-10 21:19:06,40.69994843,-73.98576748,92,-45.000,,0.000,,4,21,,
T,2021-10-10 21:19:07,40.69994838,-73.98576704,87,-45.000,,0.000,,4,21,,
T,2021-10-10 21:19:08,40.69994883,-73.98576641,88,-46.000,,0.000,,4,21,,
T,2021-10-10 21:19:09,40.69994933,-73.98576624,94,-46.000,,0.000,,4,21,,
T,2021-10-10 21:19:10,40.69995007,-73.98576572,95,-46.000,,0.000,,2,21,,
T,2021-10-10 21:19:11,40.69995047,-73.98576367,111,-46.000,,0.000,,4,21,,
T,2021-10-10 21:19:12,40.69995034,-73.98576313,89,-46.000,,0.000,,5,21,,
T,2021-10-10 21:19:13,40.69995096,-73.98576183,89,-46.000,,0.000,,4,21,,
T,2021-10-10 21:19:14,40.69995189,-73.98576132,86,-46.000,,0.000,,4,21,,
T,2021-10-10 21:19:15,40.69995160,-73.98576164,79,-46.000,,0.000,,3,21,,
T,2021-10-10 21:19:16,40.69995083,-73.98576383,71,-45.000,,0.000,,3,21,,
T,2021-10-10 21:19:17,40.69995110,-73.98576349,70,-45.000,,0.000,,3,21,,
T,2021-10-10 21:19:18,40.69995139,-73.98576304,69,-46.000,,0.000,,5,21,,
T,2021-10-10 21:19:19,40.69994168,-73.98578993,67,-39.000,,0.000,,3,21,,
T,2021-10-10 21:19:20,40.69994405,-73.98578315,67,-41.000,,0.000,,3,21,,
T,2021-10-10 21:19:21,40.69994453,-73.98578224,69,-41.000,,0.000,,2,21,,
T,2021-10-10 21:19:22,40.69994505,-73.98578081,71,-41.000,,0.000,,4,21,,
T,2021-10-10 21:19:23,40.69994424,-73.98578273,67,-41.000,,0.000,,3,20,,
T,2021-10-10 21:19:24,40.69994335,-73.98578515,68,-40.000,,0.000,,3,21,,
T,2021-10-10 21:19:25,40.69994302,-73.98578647,66,-40.000,,0.000,,4,21,,
T,2021-10-10 21:19:26,40.69994178,-73.98578925,63,-39.000,,0.000,,1,21,,
T,2021-10-10 21:19:27,40.69993995,-73.98579235,51,-38.000,,0.000,,3,21,,
T,2021-10-10 21:19:28,40.69993927,-73.98579283,43,-38.000,,0.000,,5,21,,
T,2021-10-10 21:19:29,40.69993819,-73.98579530,38,-37.000,,0.000,,5,21,,
T,2021-10-10 21:19:30,40.69993596,-73.98579933,36,-36.000,,0.000,,5,21,,
T,2021-10-10 21:19:31,40.69993237,-73.98580316,35,-35.000,,0.000,,4,21,,
T,2021-10-10 21:19:32,40.69992938,-73.98580717,33,-34.000,,0.000,,4,21,,
T,2021-10-10 21:19:33,40.69992624,-73.98581122,30,-32.000,,0.000,,4,21,,
T,2021-10-10 21:19:34,40.69978107,-73.98582963,32,-32.000,,3.580,195,4,21,,
T,2021-10-10 21:19:35,40.69973451,-73.98600353,33,-34.000,,5.120,213,4,21,,
T,2021-10-10 21:19:36,40.69966402,-73.98610904,35,-39.000,,6.140,214,4,21,,
T,2021-10-10 21:19:37,40.69961205,-73.98615069,37,-38.000,,6.520,214,4,21,,
T,2021-10-10 21:19:38,40.69953062,-73.98611731,39,-39.000,,6.300,203,4,21,,
T,2021-10-10 21:19:39,40.69948934,-73.98615083,42,-42.000,,5.820,202,5,21,,
T,2021-10-10 21:19:40,40.69945816,-73.98610765,50,-41.000,,4.900,193,4,21,,
T,2021-10-10 21:19:41,40.69955779,-73.98629332,54,-37.000,,4.530,234,4,21,,
T,2021-10-10 21:19:42,40.69959598,-73.98619015,58,-38.000,,1.110,237,5,21,,
