type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-07 23:23:18,40.69394082,-73.98300257,56,160.000,,,,3,19,20211007-192318,GPS Logger: 20211007-192318 - Citypoint
T,2021-10-07 23:23:19,40.69394470,-73.98297289,55,170.000,,,,4,19,,
T,2021-10-07 23:23:20,40.69393844,-73.98288439,51,183.000,,,,4,19,,
T,2021-10-07 23:23:21,40.69394700,-73.98283617,37,193.000,,0.000,,4,19,,
T,2021-10-07 23:23:22,40.69393478,-73.98279696,37,198.000,,,,4,19,,
T,2021-10-07 23:23:23,40.69390211,-73.98285639,33,185.000,,,,4,19,,
T,2021-10-07 23:23:24,40.69389946,-73.98296055,33,166.000,,,,4,19,,
T,2021-10-07 23:23:25,40.69389709,-73.98301245,31,153.000,,0.000,,4,19,,
T,2021-10-07 23:23:26,40.69389711,-73.98305623,32,145.000,,0.000,,4,19,,
T,2021-10-07 23:23:27,40.69390495,-73.98305750,35,147.000,,0.000,,4,19,,
T,2021-10-07 23:23:28,40.69390612,-73.98305973,38,147.000,,0.000,,4,19,,
T,2021-10-07 23:23:29,40.69390753,-73.98306106,41,146.000,,0.000,,3,19,,
T,2021-10-07 23:23:30,40.69390696,-73.98306128,45,146.000,,0.000,,3,19,,
T,2021-10-07 23:23:31,40.69388257,-73.98303285,42,146.000,,0.000,,2,19,,
T,2021-10-07 23:23:32,40.69388406,-73.98303260,45,146.000,,0.000,,2,19,,
T,2021-10-07 23:23:33,40.69388363,-73.98303286,47,146.000,,0.000,,3,19,,
T,2021-10-07 23:23:34,40.69388801,-73.98302925,47,145.000,,0.000,,3,19,,
T,2021-10-07 23:23:35,40.69387691,-73.98302260,44,145.000,,0.000,,3,19,,
T,2021-10-07 23:23:36,40.69387822,-73.98301847,43,146.000,,0.000,,3,19,,
T,2021-10-07 23:23:37,40.69388012,-73.98301485,42,148.000,,0.000,,4,19,,
T,2021-10-07 23:23:38,40.69387860,-73.98301416,37,148.000,,0.000,,4,19,,
T,2021-10-07 23:23:39,40.69387805,-73.98301690,30,149.000,,0.000,,4,19,,
T,2021-10-07 23:23:40,40.69387782,-73.98301699,24,149.000,,0.000,,4,19,,
T,2021-10-07 23:23:41,40.69387804,-73.98301635,24,148.000,,0.000,,4,19,,
T,2021-10-07 23:23:42,40.69389131,-73.98300707,26,148.000,,,,4,19,,
T,2021-10-07 23:23:43,40.69389567,-73.98300035,29,149.000,,,,4,19,,
T,2021-10-07 23:23:44,40.69389135,-73.98300727,27,150.000,,0.590,153,5,19,,
T,2021-10-07 23:23:45,40.69388993,-73.98301923,25,151.000,,0.370,181,5,19,,
T,2021-10-07 23:23:46,40.69388169,-73.98304925,21,149.000,,0.750,169,5,19,,
T,2021-10-07 23:23:47,40.69386881,-73.98306941,19,151.000,,0.350,176,5,19,,
T,2021-10-07 23:23:48,40.69386658,-73.98305674,18,153.000,,0.520,154,5,19,,
T,2021-10-07 23:23:49,40.69386723,-73.98304629,17,153.000,,0.820,154,5,19,,
T,2021-10-07 23:23:50,40.69386582,-73.98302977,15,154.000,,0.780,165,5,19,,
T,2021-10-07 23:23:51,40.69385405,-73.98300818,14,153.000,,1.180,158,6,19,,
T,2021-10-07 23:23:52,40.69383684,-73.98298506,14,153.000,,1.120,154,6,19,,
T,2021-10-07 23:23:53,40.69382420,-73.98297933,13,153.000,,1.080,161,6,19,,
T,2021-10-07 23:23:54,40.69381394,-73.98298280,12,149.000,,1.090,167,5,19,,
T,2021-10-07 23:23:55,40.69380865,-73.98297840,11,149.000,,1.020,167,6,19,,
T,2021-10-07 23:23:56,40.69380262,-73.98297298,11,148.000,,0.930,170,6,19,,
T,2021-10-07 23:23:57,40.69379378,-73.98295979,11,147.000,,1.050,142,6,19,,
T,2021-10-07 23:23:58,40.69378424,-73.98296233,10,147.000,,0.840,155,6,19,,
T,2021-10-07 23:23:59,40.69377466,-73.98296645,10,147.000,,0.880,172,7,19,,
T,2021-10-07 23:24:00,40.69376892,-73.98297280,10,146.000,,0.730,178,7,19,,
T,2021-10-07 23:24:01,40.69375916,-73.98297572,11,146.000,,0.830,183,7,19,,
T,2021-10-07 23:24:02,40.69375215,-73.98297760,11,146.000,,0.650,177,6,19,,
