type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-03 00:10:34,40.70070008,-73.98775668,17,10.000,,0.000,,6,17,20211002-201034,GPS Logger: 20211002-201034 - Dumbo
T,2021-10-03 00:10:35,40.70068530,-73.98774877,16,10.000,,0.000,,6,17,,
T,2021-10-03 00:10:36,40.70067473,-73.98774441,15,10.000,,0.000,,6,17,,
T,2021-10-03 00:10:37,40.70065679,-73.98773651,14,10.000,,0.000,,6,17,,
T,2021-10-03 00:10:38,40.70064843,-73.98773637,15,10.000,,0.000,,6,17,,
T,2021-10-03 00:10:39,40.70063488,-73.98773400,16,9.000,,0.000,,6,17,,
T,2021-10-03 00:10:40,40.70063970,-73.98773660,16,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:41,40.70064777,-73.98774036,15,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:42,40.70064619,-73.98774097,15,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:43,40.70064733,-73.98774161,15,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:44,40.70064702,-73.98774181,14,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:45,40.70064721,-73.98774218,14,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:46,40.70064696,-73.98774223,13,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:47,40.70064686,-73.98774233,13,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:48,40.70064742,-73.98774254,13,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:49,40.70064755,-73.98774271,13,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:50,40.70064709,-73.98774248,13,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:51,40.70064675,-73.98774232,13,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:52,40.70064697,-73.98774251,12,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:53,40.70064727,-73.98774274,12,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:54,40.70064810,-73.98774341,12,9.000,,0.000,,7,17,,
T,2021-10-03 00:10:55,40.70064899,-73.98774411,12,10.000,,0.000,,7,17,,
